noDYN-Real_time
811.0
439.0
3194.0
2046.0
750.0
403.0
2320.0
1071.0
1322.0
471.0
4475.0
1895.0
1231.0
392.0
3482.0
940.0
1682.0
505.0
5398.0
1934.0
1569.0
411.0
4595.0
959.0
820.0
442.0
3206.0
2017.0
738.0
395.0
2346.0
1071.0
1322.0
469.0
4562.0
1923.0
1227.0
377.0
3557.0
967.0
1678.0
503.0
5735.0
1919.0
1556.0
410.0
4630.0
952.0
836.0
452.0
3214.0
1989.0
745.0
394.0
2330.0
1027.0
1318.0
472.0
4580.0
1931.0
1230.0
387.0
3504.0
939.0
1652.0
494.0
5722.0
1928.0
1559.0
422.0
4607.0
946.0
839.0
422.0
3215.0
1999.0
762.0
378.0
2335.0
998.0
1320.0
470.0
4583.0
1937.0
1228.0
385.0
3451.0
939.0
1659.0
485.0
5677.0
1931.0
1558.0
420.0
4653.0
951.0
825.0
444.0
3222.0
1999.0
761.0
386.0
2311.0
1023.0
1307.0
479.0
4646.0
1904.0
1232.0
372.0
3545.0
948.0
1678.0
484.0
5673.0
1934.0
1558.0
419.0
4578.0
923.0
818.0
446.0
3204.0
1984.0
751.0
395.0
2363.0
1023.0
1326.0
466.0
4342.0
1916.0
1233.0
378.0
3539.0
929.0
1662.0
507.0
5664.0
1927.0
1556.0
423.0
4602.0
936.0
828.0
428.0
3190.0
2002.0
763.0
382.0
2402.0
1014.0
1311.0
468.0
4335.0
1932.0
1242.0
395.0
3578.0
940.0
1659.0
499.0
5493.0
1909.0
1573.0
413.0
4590.0
946.0
831.0
436.0
3231.0
2004.0
746.0
397.0
2429.0
1019.0
1317.0
477.0
4343.0
1918.0
1233.0
395.0
3508.0
935.0
1678.0
469.0
5385.0
1943.0
1557.0
408.0
4587.0
937.0
828.0
423.0
3208.0
2004.0
783.0
398.0
2430.0
1022.0
1324.0
483.0
4340.0
1926.0
1243.0
400.0
3397.0
948.0
1655.0
468.0
5393.0
1932.0
1545.0
410.0
4545.0
938.0
817.0
447.0
3209.0
1988.0
730.0
389.0
2414.0
1021.0
1282.0
469.0
4324.0
1917.0
1228.0
387.0
3396.0
931.0
1662.0
495.0
5408.0
1939.0
1576.0
416.0
4442.0
946.0
832.0
457.0
3189.0
1988.0
753.0
388.0
2239.0
983.0
1323.0
508.0
4325.0
1936.0
1228.0
394.0
3343.0
914.0
1656.0
506.0
5406.0
1927.0
1563.0
428.0
4374.0
916.0
816.0
463.0
3228.0
1996.0
745.0
391.0
2233.0
987.0
1311.0
510.0
4338.0
1915.0
1226.0
389.0
3341.0
907.0
1649.0
503.0
5386.0
1932.0
1562.0
422.0
4380.0
924.0
847.0
444.0
3221.0
2022.0
744.0
387.0
2232.0
981.0
1320.0
531.0
4330.0
1922.0
1237.0
400.0
3339.0
902.0
1674.0
503.0
5400.0
1949.0
1581.0
423.0
4383.0
928.0
842.0
459.0
3215.0
1993.0
749.0
386.0
2241.0
985.0
1307.0
544.0
4330.0
1920.0
1247.0
396.0
3347.0
900.0
1662.0
501.0
5371.0
1935.0
1561.0
421.0
4393.0
916.0
824.0
475.0
3203.0
2012.0
754.0
383.0
2236.0
988.0
1310.0
514.0
4337.0
1922.0
1225.0
400.0
3351.0
903.0
1661.0
501.0
5404.0
1935.0
1560.0
410.0
4382.0
926.0
828.0
459.0
3214.0
1997.0
734.0
387.0
2237.0
982.0
1314.0
519.0
4331.0
1932.0
1226.0
400.0
3350.0
902.0
1658.0
498.0
5389.0
1939.0
1554.0
406.0
4398.0
923.0
823.0
452.0
3211.0
1999.0
754.0
389.0
2233.0
979.0
1318.0
513.0
4340.0
1916.0
1242.0
388.0
3353.0
906.0
1659.0
521.0
5380.0
1930.0
1547.0
419.0
4390.0
931.0
834.0
472.0
3216.0
2012.0
758.0
382.0
2239.0
980.0
1318.0
515.0
4350.0
1930.0
1224.0
397.0
3355.0
900.0
1682.0
507.0
5388.0
1940.0
1548.0
417.0
4380.0
937.0
840.0
468.0
3219.0
2007.0
743.0
382.0
2236.0
984.0
1312.0
510.0
4351.0
1927.0
1238.0
416.0
3341.0
906.0
1664.0
498.0
5375.0
1927.0
1561.0
409.0
4377.0
919.0
814.0
475.0
3216.0
1998.0
750.0
