noOMP-Consumption
4302.52
4152.91
5465.34
5065.43
5737.4
5644.89
6004.75
5003.65
6158.33
5664.43
6274.91
5448.33
4169.52
4155.73
5777.16
4869.15
5713.75
4968.39
5815.85
4674.84
5638.57
5317.47
6070.31
4569.44
4178.8
4126.18
5671.99
4410.72
5633.33
4933.11
5759.95
4635.7
5736.71
5252.87
5892.36
4440.72
4330.73
4159.25
4932.46
4617.98
5858.67
4114.12
5664.36
4273.46
6164.1
5258.67
5782.22
4427.44
4279.59
4434.55
5041.99
4860.38
5691.92
3735.67
5592.86
4684.18
5692.05
5095.95
5875.54
4495.45
4147.21
4455.93
5424.97
4864.46
5810.3
4364.83
5714.75
4626.34
5708.32
4748.61
5707.81
4433.58
4088.47
3825.94
5266.85
4788.03
5697.85
4405.87
5607.11
4702.92
5785.92
4642.88
6144.21
4476.14
4146.43
4054.11
5931.23
4409.93
5786.64
4412.47
5561.52
4685.66
5828.83
4466.77
5772.71
4443.38
4143.54
4445.1
5335.86
4541.17
5848.65
4370.93
5735.85
4482.91
5718.6
4451.37
5491.03
4431.4
4155.64
5002.23
5674.56
4401.38
5710.95
4372.87
5631.28
4400.32
5711.06
4729.02
5607.33
4326.1
2711.58
2715.27
2726.81
2718.91
3486.5
2716.72
2721.43
2736.03
2733.03
2717.64
3532.67
2714.32
2714.08
2714.87
2717.94
2714.3
2745.42
2716.25
2718.06
2719.0
2722.76
2718.1
2774.99
2716.48
2714.17
2714.75
2716.65
2714.16
2718.83
2716.05
2717.41
2718.28
2722.01
2718.57
2730.44
2718.14
2715.61
2714.13
2717.03
2713.81
2717.3
2715.98
2716.82
2717.4
2723.82
2718.39
2717.28
2717.78
2716.85
2714.21
2716.2
2714.85
2716.3
2715.65
2716.67
2717.18
2724.85
2719.28
2732.28
2718.91
2718.23
2715.45
2715.66
2716.65
2715.09
2715.38
2718.0
2717.1
2720.47
2717.36
2717.83
2719.14
2719.63
2714.24
2714.8
2715.66
2714.77
2714.08
2717.78
2716.86
2720.99
2716.12
2744.14
2720.22
2720.4
2714.38
2715.34
2714.61
2715.69
2713.63
2717.72
2715.81
2715.94
2716.28
2719.0
2719.26
2719.26
2716.15
2714.63
2713.54
2715.97
2713.7
2719.23
2716.26
2715.62
2714.07
2729.17
2719.42
2717.67
2715.57
2714.08
2714.11
2716.15
2714.94
2718.86
2716.13
2715.18
2713.95
2721.6
2718.72
2716.34
2714.89
2712.81
2714.62
2715.85
2714.22
2717.73
2714.98
2715.02
2714.27
2739.87
2718.35
2716.23
2713.75
2714.25
2714.52
2715.24
2714.55
2716.9
2714.33
2715.23
2714.58
2717.79
2717.59
2714.87
2714.61
2714.15
2716.37
2715.16
2714.79
2716.13
2715.05
2716.14
2714.79
2737.4
2716.57
2714.69
2714.91
2712.3
2717.53
2714.83
2715.23
2715.1
2714.11
2716.95
2714.45
2715.94
2713.93
2714.57
2714.09
2713.97
2718.4
2715.37
2715.05
2723.05
2714.63
2716.88
2713.39
2738.36
2714.29
2713.99
2714.43
2713.87
2719.69
2715.82
2717.51
2726.98
2714.29
2717.11
2714.54
2716.56
2714.65
2713.27
2714.69
2713.57
2726.0
2717.21
2716.51
2714.43
2715.01
2716.23
2716.13
2715.2
2714.9
2713.62
2715.27
2714.69
2720.95
2716.82
2717.33
2726.55
2715.37
2716.91
2717.25
2713.56
2716.39
2714.88
2715.24
2714.41
2719.87
2717.79
2718.43
2713.16
2718.67
2717.62
2718.08
2713.99
2716.85
2714.97
2714.58
2714.58
2720.02
2719.29
2718.34
2712.58
2717.72
2718.2
2718.41
2739.05
2716.94
2713.13
2714.75
2713.52
2719.52
2719.18
2719.56
2712.74
2718.2
2719.03
2719.76
2715.77
2715.45
2713.54
2714.34
2714.95
2718.87
2719.72
2720.66
2713.31
2717.85
2720.01
2720.01
2714.38
2716.87
2714.3
2714.4
2714.79
2718.0
2720.29
2720.28
2731.74
2719.39
2719.51
2719.78
2714.21
2717.59
2714.1
3497.46
2716.07
2717.2
2720.07
2719.32
2713.88
2719.13
2720.26
2718.72
2715.45
2718.57
2714.73
2727.3
2744.22
2716.64
2719.77
2719.36
2714.03
2736.8
2719.9
2717.29
2716.62
2717.92
2714.18
2716.63
2717.98
2716.3
2717.44
2717.95
2713.99
2718.2
2721.53
2714.8
2717.39
2718.85
2713.73
2717.75
2720.15
2716.51
2718.26
2717.48
2713.9
2717.07
2720.23
2713.79
2718.19
2719.71
2713.93
2718.53
2719.43
2716.51
2717.64
2716.65
2714.45
2716.71
2715.45
2713.2
2737.26
2720.79
2712.51
2720.3
2719.59
2715.32
2717.45
2716.69
2714.82
2716.95
2714.54
2712.78
2718.87
2720.61
2712.74
2721.03
2719.33
2716.86
2717.29
2717.0
2714.72
2716.06
2714.71
2712.82
2726.75
2719.64
2715.99
2721.34
2718.67
2716.61
2717.41
2715.97
2715.09
2715.39
2715.1
2714.12
2718.22
2717.4
2716.42
2720.45
2717.48
2717.01
2716.14
2715.03
2714.13
2715.42
2715.81
2714.99
2730.35
2715.38
2716.42
2720.81
2734.04
2717.3
2716.64
2715.49
2713.41
2714.62
2718.47
2714.85
2715.42
2716.18
2716.93
2719.95
2716.87
2713.71
2715.69
2716.16
2715.28
2714.51
2718.98
2713.78
3506.3
2716.54
2719.48
2718.12
2715.59
2713.3
2715.85
2715.96
2715.3
2714.8
2715.64
2714.9
2766.94
2715.15
2718.67
2718.14
2715.71
2714.78
2716.3
2715.13
2716.48
2714.56
2718.48
2715.72
2714.37
2714.06
2717.73
2716.67
2729.24
2716.43
2715.94
2715.89
2717.17
2714.79
2714.37
2717.56
2713.62
2714.18
2718.33
2715.71
2715.39
2717.8
2716.65
2715.72
2718.49
2715.64
2715.27
2717.14
2712.42
2715.06
2716.93
2715.61
2714.21
2718.9
2716.39
2715.75
2718.77
2715.46
2716.48
2718.3
2713.41
2715.37
2715.76
2715.98
2713.56
2719.11
2716.75
2714.65
2719.05
2715.97
