OMP-Consumption
4480.46
4722.4
4141.28
5776.5
4474.88
5319.9
5880.91
5761.67
5096.42
5432.35
6244.8
6366.2
5616.66
5791.09
6543.14
6389.59
4571.67
5845.91
6071.11
6275.84
4966.81
5623.42
5873.25
6279.95
4452.41
4905.56
5313.03
5859.94
4894.77
5868.49
5961.37
5460.66
5031.61
5980.6
6358.73
6253.72
5480.84
4997.99
6545.48
6401.94
5084.9
6176.45
6125.83
6604.52
5086.08
6054.26
6342.34
6196.52
4349.15
4836.35
4908.81
6307.44
5092.02
5867.33
5810.26
6341.63
5083.79
6142.95
6382.64
6288.2
5624.64
6032.56
6494.53
6373.22
5295.51
5490.49
6249.01
6460.34
5714.82
5639.63
6530.0
5933.31
4102.75
4617.47
5525.09
6387.29
5160.83
6070.16
6104.05
6289.45
4768.35
6115.66
6487.82
6630.24
5057.53
6142.8
5724.01
6347.41
5154.06
5803.22
6265.39
6363.24
5202.77
5935.52
6116.16
5551.13
4573.82
4577.34
5382.02
5825.54
5113.15
5925.75
6036.51
6184.98
5022.31
5916.99
6265.79
6339.25
5459.05
5987.04
6420.16
6412.5
4893.6
6076.61
6254.86
6667.26
5283.39
5872.13
6551.75
6149.49
4650.28
4270.92
5097.25
5772.15
5069.86
5727.84
6118.92
6198.51
5078.27
6298.14
6311.76
7107.11
5014.86
6247.72
6453.92
6308.26
4859.11
6012.46
6268.48
6186.78
4957.08
5997.33
5524.86
6137.66
4295.56
5013.04
5760.35
5965.17
4511.93
5954.63
5996.38
6256.68
5586.1
5358.68
6147.98
6131.05
5237.08
6482.01
6434.42
6288.86
4951.47
5524.0
6156.71
6164.34
4928.95
5692.95
6469.59
5928.61
4388.28
4440.67
5210.77
5966.43
4657.51
6138.13
5976.35
6201.67
5365.49
5495.35
6264.73
6825.16
5380.48
5619.33
6507.14
6465.73
4581.8
5777.99
6413.1
6188.0
5170.69
5651.1
6480.78
6196.52
4542.53
4365.1
5483.68
5880.15
4983.65
6243.02
5986.4
6244.89
5117.63
5767.69
6259.36
6650.8
5165.26
6149.27
6434.65
6479.77
4459.98
5794.03
6405.18
6364.31
5186.37
5645.77
6388.04
6196.52
4433.59
5089.08
5573.45
6238.92
4690.71
5757.73
5940.41
6156.28
5122.92
6046.44
6310.18
6469.57
5126.06
6443.0
6411.1
6401.9
4991.47
5807.37
6252.2
6263.35
4942.88
5489.98
5649.87
6196.52
2945.03
3464.25
3902.17
4252.38
3350.62
3477.36
3897.0
3788.12
3272.57
4144.51
5272.21
4078.89
3586.54
4613.74
4498.08
3424.95
3038.7
3863.82
3647.64
4058.07
3254.74
3943.41
4182.94
4568.72
3707.06
3023.38
3900.86
4018.35
3257.92
3814.48
3913.66
3668.36
3572.59
3541.83
3786.06
4241.61
3543.67
4032.92
4242.65
4558.14
3293.86
4157.23
4457.9
4078.3
3828.16
4548.54
4001.6
4549.7
2877.42
3991.72
4120.75
3864.69
3316.91
3777.09
3825.78
3937.38
3193.81
6053.78
4556.95
4070.51
3529.37
3913.16
3763.65
3720.92
3061.89
3929.98
5583.49
4394.89
3010.51
3433.54
4372.24
3748.62
2939.28
4049.77
3653.55
4133.9
3000.41
3920.26
3911.12
4129.59
3853.62
3618.49
3755.05
4844.19
3426.55
4295.79
4276.47
4108.13
4222.78
4094.92
4639.45
3881.01
3605.39
4840.38
3689.23
4417.56
3762.4
3902.13
4725.05
4815.27
3251.86
3495.02
3843.87
3809.93
3048.04
5037.56
4508.42
3458.17
3616.48
4442.25
4683.29
4113.21
2819.7
4174.88
4003.57
4874.11
3217.71
3623.84
4961.01
4106.1
2903.37
3995.33
3628.0
3705.22
3117.83
3698.79
3860.63
3822.11
3830.97
3324.03
3684.63
5050.77
3511.22
3907.72
3386.01
3949.72
3875.82
3631.22
4059.34
3649.55
3819.92
4593.49
3775.63
3794.97
2996.5
3377.07
4482.34
4963.11
3369.92
3980.06
4008.41
4434.93
3222.09
6109.67
3755.78
4140.35
3451.22
3984.55
4982.69
3691.91
3335.74
4184.24
4549.05
