noDYN-Consumption
4141.28
5776.5
4302.52
4152.91
5880.91
5761.67
5465.34
5065.43
6244.8
6366.2
5737.4
5644.89
6543.14
6389.59
6004.75
5003.65
6071.11
6275.84
6158.33
5664.43
5873.25
6279.95
6274.91
5448.33
5313.03
5859.94
4169.52
4155.73
5961.37
5460.66
5777.16
4869.15
6358.73
6253.72
5713.75
4968.39
6545.48
6401.94
5815.85
4674.84
6125.83
6604.52
5638.57
5317.47
6342.34
6196.52
6070.31
4569.44
4908.81
6307.44
4178.8
4126.18
5810.26
6341.63
5671.99
4410.72
6382.64
6288.2
5633.33
4933.11
6494.53
6373.22
5759.95
4635.7
6249.01
6460.34
5736.71
5252.87
6530.0
5933.31
5892.36
4440.72
5525.09
6387.29
4330.73
4159.25
6104.05
6289.45
4932.46
4617.98
6487.82
6630.24
5858.67
4114.12
5724.01
6347.41
5664.36
4273.46
6265.39
6363.24
6164.1
5258.67
6116.16
5551.13
5782.22
4427.44
5382.02
5825.54
4279.59
4434.55
6036.51
6184.98
5041.99
4860.38
6265.79
6339.25
5691.92
3735.67
6420.16
6412.5
5592.86
4684.18
6254.86
6667.26
5692.05
5095.95
6551.75
6149.49
5875.54
4495.45
5097.25
5772.15
4147.21
4455.93
6118.92
6198.51
5424.97
4864.46
6311.76
7107.11
5810.3
4364.83
6453.92
6308.26
5714.75
4626.34
6268.48
6186.78
5708.32
4748.61
5524.86
6137.66
5707.81
4433.58
5760.35
5965.17
4088.47
3825.94
5996.38
6256.68
5266.85
4788.03
6147.98
6131.05
5697.85
4405.87
6434.42
6288.86
5607.11
4702.92
6156.71
6164.34
5785.92
4642.88
6469.59
5928.61
6144.21
4476.14
5210.77
5966.43
4146.43
4054.11
5976.35
6201.67
5931.23
4409.93
6264.73
6825.16
5786.64
4412.47
6507.14
6465.73
5561.52
4685.66
6413.1
6188.0
5828.83
4466.77
6480.78
6196.52
5772.71
4443.38
5483.68
5880.15
4143.54
4445.1
5986.4
6244.89
5335.86
4541.17
6259.36
6650.8
5848.65
4370.93
6434.65
6479.77
5735.85
4482.91
6405.18
6364.31
5718.6
4451.37
6388.04
6196.52
5491.03
4431.4
5573.45
6238.92
4155.64
5002.23
5940.41
6156.28
5674.56
4401.38
6310.18
6469.57
5710.95
4372.87
6411.1
6401.9
5631.28
4400.32
6252.2
6263.35
5711.06
4729.02
5649.87
6196.52
5607.33
4326.1
3902.17
4252.38
2711.58
2715.27
3897.0
3788.12
2726.81
2718.91
5272.21
4078.89
3486.5
2716.72
4498.08
3424.95
2721.43
2736.03
3647.64
4058.07
2733.03
2717.64
4182.94
4568.72
3532.67
2714.32
3900.86
4018.35
2714.08
2714.87
3913.66
3668.36
2717.94
2714.3
3786.06
4241.61
2745.42
2716.25
4242.65
4558.14
2718.06
2719.0
4457.9
4078.3
2722.76
2718.1
4001.6
4549.7
2774.99
2716.48
4120.75
3864.69
2714.17
2714.75
3825.78
3937.38
2716.65
2714.16
4556.95
