OMP-Real_time
776.0
430.0
811.0
439.0
632.0
298.0
750.0
403.0
1170.0
502.0
1322.0
471.0
1040.0
311.0
1231.0
392.0
1541.0
483.0
1682.0
505.0
1366.0
344.0
1569.0
411.0
780.0
437.0
820.0
442.0
630.0
306.0
738.0
395.0
1174.0
484.0
1322.0
469.0
1055.0
319.0
1227.0
377.0
1535.0
481.0
1678.0
503.0
1387.0
343.0
1556.0
410.0
771.0
437.0
836.0
452.0
650.0
306.0
745.0
394.0
1168.0
483.0
1318.0
472.0
1044.0
311.0
1230.0
387.0
1538.0
483.0
1652.0
494.0
1377.0
334.0
1559.0
422.0
782.0
436.0
839.0
422.0
641.0
299.0
762.0
378.0
1178.0
491.0
1320.0
470.0
1047.0
316.0
1228.0
385.0
1540.0
476.0
1659.0
485.0
1363.0
330.0
1558.0
420.0
772.0
443.0
825.0
444.0
646.0
296.0
761.0
386.0
1173.0
493.0
1307.0
479.0
1044.0
324.0
1232.0
372.0
1535.0
486.0
1678.0
484.0
1366.0
327.0
1558.0
419.0
774.0
437.0
818.0
446.0
630.0
298.0
751.0
395.0
1176.0
488.0
1326.0
466.0
1038.0
305.0
1233.0
378.0
1534.0
479.0
1662.0
507.0
1362.0
327.0
1556.0
423.0
771.0
446.0
828.0
428.0
639.0
285.0
763.0
382.0
1209.0
495.0
1311.0
468.0
1059.0
322.0
1242.0
395.0
1536.0
471.0
1659.0
499.0
1370.0
329.0
1573.0
413.0
775.0
436.0
831.0
436.0
635.0
303.0
746.0
397.0
1174.0
486.0
1317.0
477.0
1320.0
322.0
1233.0
395.0
1539.0
475.0
1678.0
469.0
1360.0
325.0
1557.0
408.0
778.0
436.0
828.0
423.0
640.0
303.0
783.0
398.0
1174.0
506.0
1324.0
483.0
1039.0
331.0
1243.0
400.0
1527.0
483.0
1655.0
468.0
1357.0
332.0
1545.0
410.0
786.0
437.0
817.0
447.0
657.0
292.0
730.0
389.0
1169.0
494.0
1282.0
469.0
1045.0
307.0
1228.0
387.0
1528.0
482.0
1662.0
495.0
1357.0
335.0
1576.0
416.0
787.0
432.0
832.0
457.0
636.0
294.0
753.0
388.0
1169.0
488.0
1323.0
508.0
1058.0
313.0
1228.0
394.0
1536.0
479.0
1656.0
506.0
1366.0
334.0
1563.0
428.0
781.0
454.0
816.0
463.0
623.0
290.0
745.0
391.0
1171.0
513.0
1311.0
510.0
1043.0
315.0
1226.0
389.0
1523.0
480.0
1649.0
503.0
1367.0
328.0
1562.0
422.0
780.0
430.0
847.0
444.0
648.0
295.0
744.0
387.0
1174.0
496.0
1320.0
531.0
1034.0
305.0
1237.0
400.0
1542.0
472.0
1674.0
503.0
1362.0
332.0
1581.0
423.0
781.0
455.0
842.0
459.0
641.0
291.0
749.0
386.0
1180.0
487.0
1307.0
544.0
1043.0
307.0
1247.0
396.0
1527.0
471.0
1662.0
501.0
1372.0
339.0
1561.0
421.0
769.0
452.0
824.0
475.0
646.0
291.0
754.0
383.0
1175.0
485.0
1310.0
514.0
1034.0
316.0
1225.0
400.0
1535.0
470.0
1661.0
501.0
1360.0
329.0
1560.0
410.0
777.0
435.0
828.0
459.0
633.0
309.0
734.0
387.0
1172.0
496.0
1314.0
519.0
1035.0
317.0
1226.0
400.0
1529.0
472.0
1658.0
498.0
1384.0
321.0
1554.0
406.0
777.0
446.0
823.0
452.0
629.0
312.0
754.0
389.0
1182.0
502.0
1318.0
513.0
1040.0
298.0
1242.0
388.0
1538.0
487.0
1659.0
521.0
1363.0
338.0
1547.0
419.0
769.0
435.0
834.0
472.0
632.0
305.0
758.0
382.0
1179.0
500.0
1318.0
515.0
1045.0
315.0
1224.0
397.0
1531.0
469.0
1682.0
507.0
1359.0
331.0
1548.0
417.0
771.0
434.0
840.0
468.0
636.0
298.0
743.0
382.0
1175.0
502.0
1312.0
510.0
1043.0
314.0
1238.0
416.0
1529.0
478.0
1664.0
498.0
1359.0
333.0
1561.0
409.0
777.0
438.0
814.0
475.0
625.0
293.0
750.0
377.0
1168.0
497.0
1308.0
507.0
1047.0
310.0
1241.0
379.0
1536.0
482.0
1685.0
498.0
1364.0
329.0
1554.0
416.0
770.0
445.0
819.0
469.0
641.0
294.0
759.0
393.0
1176.0
486.0
1322.0
501.0
1037.0
313.0
1240.0
413.0
1535.0
475.0
1669.0
504.0
1366.0
342.0
1567.0
402.0
780.0
439.0
821.0
465.0
623.0
299.0
746.0
385.0
1169.0
496.0
1319.0
516.0
1045.0
309.0
1236.0
386.0
1531.0
474.0
1664.0
498.0
1364.0
326.0
1562.0
431.0
795.0
444.0
820.0
448.0
640.0
300.0
742.0
408.0
1163.0
483.0
1327.0
518.0
1055.0
312.0
1234.0
397.0
1532.0
479.0
1687.0
495.0
1368.0
319.0
1561.0
427.0
769.0
441.0
845.0
457.0
634.0
296.0
756.0
380.0
1173.0
491.0
1321.0
508.0
1047.0
329.0
1244.0
400.0
1536.0
476.0
1671.0
495.0
1370.0
332.0
1547.0
420.0
784.0
449.0
822.0
455.0
634.0
298.0
748.0
388.0
1171.0
502.0
1304.0
506.0
1039.0
309.0
1227.0
390.0
1538.0
477.0
1677.0
496.0
1361.0
326.0
1550.0
414.0
