noDebug-Consumption
4722.4
5776.5
4152.91
5319.9
5761.67
5065.43
5432.35
6366.2
5644.89
5791.09
6389.59
5003.65
5845.91
6275.84
5664.43
5623.42
6279.95
5448.33
4905.56
5859.94
4155.73
5868.49
5460.66
4869.15
5980.6
6253.72
4968.39
4997.99
6401.94
4674.84
6176.45
6604.52
5317.47
6054.26
6196.52
4569.44
4836.35
6307.44
4126.18
5867.33
6341.63
4410.72
6142.95
6288.2
4933.11
6032.56
6373.22
4635.7
5490.49
6460.34
5252.87
5639.63
5933.31
4440.72
4617.47
6387.29
4159.25
6070.16
6289.45
4617.98
6115.66
6630.24
4114.12
6142.8
6347.41
4273.46
5803.22
6363.24
5258.67
5935.52
5551.13
4427.44
4577.34
5825.54
4434.55
5925.75
6184.98
4860.38
5916.99
6339.25
3735.67
5987.04
6412.5
4684.18
6076.61
6667.26
5095.95
5872.13
6149.49
4495.45
4270.92
5772.15
4455.93
5727.84
6198.51
4864.46
6298.14
7107.11
4364.83
6247.72
6308.26
4626.34
6012.46
6186.78
4748.61
5997.33
6137.66
4433.58
5013.04
5965.17
3825.94
5954.63
6256.68
4788.03
5358.68
6131.05
4405.87
6482.01
6288.86
4702.92
5524.0
6164.34
4642.88
5692.95
5928.61
4476.14
4440.67
5966.43
4054.11
6138.13
6201.67
4409.93
5495.35
6825.16
4412.47
5619.33
6465.73
4685.66
5777.99
6188.0
4466.77
5651.1
6196.52
4443.38
4365.1
5880.15
4445.1
6243.02
6244.89
4541.17
5767.69
6650.8
4370.93
6149.27
6479.77
4482.91
5794.03
6364.31
4451.37
5645.77
6196.52
4431.4
5089.08
6238.92
5002.23
5757.73
6156.28
4401.38
6046.44
6469.57
4372.87
6443.0
6401.9
4400.32
5807.37
6263.35
4729.02
5489.98
6196.52
4326.1
3464.25
4252.38
2715.27
3477.36
3788.12
2718.91
4144.51
4078.89
2716.72
4613.74
3424.95
2736.03
3863.82
4058.07
2717.64
3943.41
4568.72
2714.32
3023.38
4018.35
2714.87
3814.48
3668.36
2714.3
3541.83
4241.61
2716.25
4032.92
4558.14
2719.0
4157.23
4078.3
2718.1
4548.54
4549.7
2716.48
3991.72
3864.69
2714.75
3777.09
3937.38
2714.16
6053.78
4070.51
2716.05
3913.16
3720.92
2718.28
3929.98
4394.89
2718.57
3433.54
3748.62
2718.14
4049.77
4133.9
2714.13
3920.26
4129.59
2713.81
3618.49
4844.19
2715.98
4295.79
4108.13
2717.4
4094.92
3881.01
2718.39
4840.38
4417.56
2717.78
3902.13
4815.27
2714.21
3495.02
3809.93
2714.85
5037.56
3458.17
2715.65
4442.25
4113.21
2717.18
4174.88
4874.11
2719.28
3623.84
4106.1
2718.91
3995.33
3705.22
2715.45
3698.79
3822.11
2716.65
3324.03
5050.77
2715.38
3907.72
3949.72
2717.1
3631.22
3649.55
2717.36
4593.49
3794.97
2719.14
3377.07
4963.11
2714.24
3980.06
4434.93
2715.66
6109.67
4140.35
2714.08
3984.55
3691.91
2716.86
4184.24
4232.22
2716.12
3988.9
4743.29
2720.22
3053.14
4195.04
2714.38
3816.57
3950.36
2714.61
3594.63
3401.04
2713.63
4684.48
3629.31
2715.81
4158.06
4865.32
2716.28
4526.02
3735.15
2719.26
3985.91
4063.53
2716.15
3487.31
4080.42
2713.54
4939.66
5040.84
2713.7
3997.17
4990.2
2716.26
3919.81
3690.11
2714.07
4480.66
4202.92
2719.42
3985.65
4317.9
2715.57
3474.18
4140.58
2714.11
3989.45
3940.24
2714.94
4495.49
3433.11
2716.13
4363.66
4602.62
2713.95
4335.16
4172.51
2718.72
3134.62
4400.8
2714.89
3910.66
4241.53
2714.62
3879.32
3531.73
2714.22
3815.21
4684.19
2714.98
4409.76
4012.42
2714.27
3782.21
3716.3
2718.35
3860.36
4722.57
2713.75
4285.81
4065.54
2714.52
3797.59
5065.4
2714.55
4197.06
3942.98
2714.33
4335.1
4095.79
2714.58
4463.78
4187.5
2717.59
4161.22
4273.5
2714.61
3801.61
3559.13
2716.37
3740.64
6551.62
2714.79
4106.67
4365.12
2715.05
4357.27
4521.31
2714.79
3930.39
4062.55
2716.57
3215.04
4082.74
2714.91
4261.06
4043.51
2717.53
4373.18
3599.65
2715.23
3887.2
4217.72
2714.11
4102.06
3991.3
2714.45
3931.03
3971.66
2713.93
3831.25
4774.58
2714.09
3485.4
3792.64
2718.4
3856.9
4159.96
2715.05
4474.35
4620.49
2714.63
4172.66
4241.04
2713.39
4329.84
4014.28
2714.29
3288.68
4171.4
2714.43
3613.81
4241.97
2719.69
4325.25
4182.62
2717.51
3959.78
4158.17
2714.29
4216.54
6243.13
2714.54
4031.87
4321.6
2714.65
3145.5
4414.56
2714.69
3516.16
3877.6
2726.0
4113.75
4182.58
2716.51
3974.96
3860.76
2715.01
4174.55
3646.13
2716.13
4153.67
3896.98
2714.9
3147.53
3858.41
2715.27
3639.76
4160.39
2720.95
3661.19
3916.88
2717.33
4520.25
4484.21
2715.37
3700.14
4275.45
2717.25
3859.55
4606.21
2716.39
3991.75
4099.57
2715.24
3453.23
3932.65
2719.87
4084.76
4211.29
2718.43
3392.8
3640.28
2718.67
3867.96
3691.74
2718.08
4565.62
3610.32
2716.85
3108.36
3981.28
2714.58
3755.65
3742.05
2720.02
4165.31
4118.79
2718.34
4341.8
4107.37
2717.72
4259.27
4654.95
2718.41
4159.01
3838.42
2716.94
4008.54
4819.85
2714.75
3817.66
3861.02
2719.52
4102.22
4380.98
2719.56
3740.77
4018.01
2718.2
3784.45
4321.62
2719.76
4267.36
3999.06
2715.45
3290.35
3652.1
2714.34
3379.56
3788.83
2718.87
3952.38
5377.52
2720.66
4637.8
4348.96
2717.85
3541.32
4042.61
2720.01
4023.18
4427.37
2716.87
4031.26
4692.51
2714.4
3967.81
4296.99
2718.0
4329.65
3924.35
2720.28
4113.64
4535.09
2719.39
4444.89
4623.06
2719.78
4234.79
3972.83
2717.59
3147.82
3711.7
3497.46
3501.97
3939.22
2717.2
4345.69
4358.29
2719.32
3967.46
3635.46
2719.13
3290.3
3952.51
2718.72
4455.75
4416.41
2718.57
4099.0
4880.26
2727.3
3863.22
3982.57
2716.64
3763.29
4829.02
2719.36
4365.64
3837.98
2736.8
4313.42
4339.4
2717.29
3887.76
3752.77
2717.92
3936.97
3929.8
2716.63
3859.59
4236.86
2716.3
4397.22
4821.66
2717.95
4390.08
4328.52
2718.2
4445.18
4201.68
2714.8
4482.03
4160.88
2718.85
3185.25
3866.92
2717.75
3455.75
4167.57
2716.51
4218.75
3661.12
2717.48
4067.09
4318.54
2717.07
3872.96
4123.72
2713.79
4173.9
4228.57
2719.71
3880.85
5048.55
2718.53
3598.56
4197.93
2716.51
5165.97
4566.54
2716.65
4215.73
4299.51
2716.71
3808.89
4812.67
2713.2
3810.6
3986.18
2720.79
3893.94
3876.76
2720.3
3727.49
4032.51
2715.32
3668.96
4711.54
2716.69
4279.58
3830.63
2716.95
3905.94
3812.12
2712.78
4194.33
4727.88
2720.61
3264.0
3934.77
2721.03
3872.86
4072.39
2716.86
3783.01
3706.27
2717.0
3588.42
4515.52
2716.06
4638.16
4144.59
2712.82
3739.69
3673.5
2719.64
3269.85
4197.51
2721.34
3589.75
4023.03
2716.61
4130.31
4529.34
2715.97
5007.94
4040.82
2715.39
3787.71
4715.44
2714.12
4061.76
4329.62
2717.4
3249.59
3926.25
2720.45
3557.12
3984.53
2717.01
3594.38
3723.86
2715.03
4010.73
