noDebug-Real_time
430.0
439.0
2046.0
298.0
403.0
1071.0
502.0
471.0
1895.0
311.0
392.0
940.0
483.0
505.0
1934.0
344.0
411.0
959.0
437.0
442.0
2017.0
306.0
395.0
1071.0
484.0
469.0
1923.0
319.0
377.0
967.0
481.0
503.0
1919.0
343.0
410.0
952.0
437.0
452.0
1989.0
306.0
394.0
1027.0
483.0
472.0
1931.0
311.0
387.0
939.0
483.0
494.0
1928.0
334.0
422.0
946.0
436.0
422.0
1999.0
299.0
378.0
998.0
491.0
470.0
1937.0
316.0
385.0
939.0
476.0
485.0
1931.0
330.0
420.0
951.0
443.0
444.0
1999.0
296.0
386.0
1023.0
493.0
479.0
1904.0
324.0
372.0
948.0
486.0
484.0
1934.0
327.0
419.0
923.0
437.0
446.0
1984.0
298.0
395.0
1023.0
488.0
466.0
1916.0
305.0
378.0
929.0
479.0
507.0
1927.0
327.0
423.0
936.0
446.0
428.0
2002.0
285.0
382.0
1014.0
495.0
468.0
1932.0
322.0
395.0
940.0
471.0
499.0
1909.0
329.0
413.0
946.0
436.0
436.0
2004.0
303.0
397.0
1019.0
486.0
477.0
1918.0
322.0
395.0
935.0
475.0
469.0
1943.0
325.0
408.0
937.0
436.0
423.0
2004.0
303.0
398.0
1022.0
506.0
483.0
1926.0
331.0
400.0
948.0
483.0
468.0
1932.0
332.0
410.0
938.0
437.0
447.0
1988.0
292.0
389.0
1021.0
494.0
469.0
1917.0
307.0
387.0
931.0
482.0
495.0
1939.0
335.0
416.0
946.0
432.0
457.0
1988.0
294.0
388.0
983.0
488.0
508.0
1936.0
313.0
394.0
914.0
479.0
506.0
1927.0
334.0
428.0
916.0
454.0
463.0
1996.0
290.0
391.0
987.0
513.0
510.0
1915.0
315.0
389.0
907.0
480.0
503.0
1932.0
328.0
422.0
924.0
430.0
444.0
2022.0
295.0
387.0
981.0
496.0
531.0
1922.0
305.0
400.0
902.0
472.0
503.0
1949.0
332.0
423.0
928.0
455.0
459.0
1993.0
291.0
386.0
985.0
487.0
544.0
1920.0
307.0
396.0
900.0
471.0
501.0
1935.0
339.0
421.0
916.0
452.0
475.0
2012.0
291.0
383.0
988.0
485.0
514.0
1922.0
316.0
400.0
903.0
470.0
501.0
1935.0
329.0
410.0
926.0
435.0
459.0
1997.0
309.0
387.0
982.0
496.0
519.0
1932.0
317.0
400.0
902.0
472.0
498.0
1939.0
321.0
406.0
923.0
446.0
452.0
1999.0
312.0
389.0
979.0
502.0
513.0
1916.0
298.0
388.0
906.0
487.0
521.0
1930.0
338.0
419.0
931.0
435.0
472.0
2012.0
305.0
382.0
980.0
500.0
515.0
1930.0
315.0
397.0
900.0
469.0
507.0
1940.0
331.0
417.0
937.0
434.0
468.0
2007.0
298.0
382.0
984.0
502.0
510.0
1927.0
314.0
416.0
906.0
478.0
498.0
1927.0
333.0
409.0
919.0
438.0
475.0
1998.0
293.0
377.0
987.0
497.0
507.0
1935.0
310.0
379.0
898.0
482.0
498.0
1942.0
329.0
416.0
919.0
445.0
469.0
1992.0
294.0
393.0
989.0
486.0
501.0
1925.0
313.0
413.0
911.0
475.0
504.0
1934.0
342.0
402.0
927.0
439.0
465.0
2000.0
299.0
385.0
983.0
496.0
516.0
1957.0
309.0
386.0
901.0
474.0
498.0
1951.0
326.0
431.0
924.0
444.0
448.0
1992.0
300.0
408.0
985.0
483.0
518.0
1925.0
312.0
397.0
906.0
479.0
495.0
1930.0
319.0
427.0
922.0
441.0
457.0
2005.0
296.0
380.0
978.0
491.0
508.0
1967.0
329.0
400.0
907.0
476.0
495.0
1914.0
332.0
420.0
932.0
449.0
455.0
2010.0
298.0
388.0
986.0
502.0
506.0
1935.0
309.0
390.0
902.0
477.0
496.0
1938.0
326.0
414.0
920.0
435.0
453.0
1990.0
287.0
381.0
981.0
504.0
519.0
1927.0
316.0
387.0
914.0
477.0
494.0
1930.0
326.0
434.0
915.0
434.0
453.0
2015.0
300.0
387.0
983.0
493.0
519.0
1925.0
309.0
426.0
901.0
475.0
501.0
1926.0
325.0
401.0
935.0
438.0
457.0
2001.0
296.0
382.0
988.0
498.0
501.0
1948.0
311.0
384.0
900.0
481.0
496.0
1943.0
329.0
420.0
921.0
437.0
453.0
2000.0
312.0
388.0
993.0
488.0
520.0
1927.0
318.0
394.0
905.0
473.0
502.0
1923.0
325.0
423.0
920.0
433.0
461.0
1991.0
289.0
388.0
987.0
488.0
504.0
1931.0
310.0
413.0
903.0
472.0
499.0
1936.0
325.0
426.0
923.0
444.0
457.0
2011.0
293.0
385.0
985.0
494.0
522.0
1903.0
317.0
410.0
901.0
480.0
507.0
1948.0
327.0
408.0
927.0
451.0
461.0
2003.0
293.0
387.0
987.0
491.0
522.0
1915.0
320.0
400.0
910.0
472.0
499.0
1923.0
323.0
409.0
921.0
443.0
479.0
1995.0
284.0
387.0
998.0
499.0
517.0
