gfortran-Real_time
776.0
430.0
811.0
439.0
3194.0
2046.0
632.0
298.0
750.0
403.0
2320.0
1071.0
780.0
437.0
820.0
442.0
3206.0
2017.0
630.0
306.0
738.0
395.0
2346.0
1071.0
771.0
437.0
836.0
452.0
3214.0
1989.0
650.0
306.0
745.0
394.0
2330.0
1027.0
782.0
436.0
839.0
422.0
3215.0
1999.0
641.0
299.0
762.0
378.0
2335.0
998.0
772.0
443.0
825.0
444.0
3222.0
1999.0
646.0
296.0
761.0
386.0
2311.0
1023.0
774.0
437.0
818.0
446.0
3204.0
1984.0
630.0
298.0
751.0
395.0
2363.0
1023.0
771.0
446.0
828.0
428.0
3190.0
2002.0
639.0
285.0
763.0
382.0
2402.0
1014.0
775.0
436.0
831.0
436.0
3231.0
2004.0
635.0
303.0
746.0
397.0
2429.0
1019.0
778.0
436.0
828.0
423.0
3208.0
2004.0
640.0
303.0
783.0
398.0
2430.0
1022.0
786.0
437.0
817.0
447.0
3209.0
1988.0
657.0
292.0
730.0
389.0
2414.0
1021.0
787.0
432.0
832.0
457.0
3189.0
1988.0
636.0
294.0
753.0
388.0
2239.0
983.0
781.0
454.0
816.0
463.0
3228.0
1996.0
623.0
290.0
745.0
391.0
2233.0
987.0
780.0
430.0
847.0
444.0
3221.0
2022.0
648.0
295.0
744.0
387.0
2232.0
981.0
781.0
455.0
842.0
459.0
3215.0
1993.0
641.0
291.0
749.0
386.0
2241.0
985.0
769.0
452.0
824.0
475.0
3203.0
2012.0
646.0
291.0
754.0
383.0
2236.0
988.0
777.0
435.0
828.0
459.0
3214.0
1997.0
633.0
309.0
734.0
387.0
2237.0
982.0
777.0
446.0
823.0
452.0
3211.0
1999.0
629.0
312.0
754.0
389.0
2233.0
979.0
769.0
435.0
834.0
472.0
3216.0
2012.0
632.0
305.0
758.0
382.0
2239.0
980.0
771.0
434.0
840.0
468.0
3219.0
2007.0
636.0
298.0
743.0
382.0
2236.0
984.0
777.0
438.0
814.0
475.0
3216.0
1998.0
625.0
293.0
750.0
377.0
2234.0
987.0
770.0
445.0
819.0
469.0
3204.0
1992.0
641.0
294.0
759.0
393.0
2236.0
989.0
780.0
439.0
821.0
465.0
3211.0
2000.0
623.0
299.0
746.0
385.0
2229.0
983.0
795.0
444.0
820.0
448.0
3212.0
1992.0
640.0
300.0
742.0
408.0
2233.0
985.0
769.0
441.0
845.0
457.0
3193.0
2005.0
634.0
296.0
756.0
380.0
2237.0
978.0
784.0
449.0
822.0
455.0
3217.0
2010.0
634.0
298.0
748.0
388.0
2244.0
986.0
780.0
435.0
810.0
453.0
3201.0
1990.0
628.0
287.0
742.0
381.0
2234.0
981.0
771.0
434.0
821.0
453.0
3214.0
2015.0
640.0
300.0
752.0
387.0
2241.0
983.0
784.0
438.0
844.0
457.0
3193.0
2001.0
635.0
296.0
750.0
382.0
2241.0
988.0
773.0
437.0
809.0
453.0
3215.0
2000.0
632.0
312.0
747.0
388.0
2239.0
993.0
775.0
433.0
833.0
461.0
3205.0
1991.0
635.0
289.0
754.0
388.0
2244.0
987.0
784.0
444.0
832.0
457.0
3227.0
2011.0
628.0
293.0
753.0
385.0
2236.0
985.0
784.0
451.0
814.0
461.0
3196.0
2003.0
639.0
293.0
745.0
387.0
2231.0
987.0
776.0
443.0
828.0
479.0
3270.0
1995.0
649.0
284.0
740.0
387.0
2233.0
998.0
786.0
433.0
832.0
469.0
3188.0
1989.0
631.0
303.0
755.0
379.0
2243.0
984.0
785.0
450.0
842.0
479.0
3195.0
1993.0
639.0
293.0
751.0
382.0
2239.0
977.0
791.0
458.0
823.0
450.0
3217.0
2001.0
640.0
292.0
747.0
383.0
2234.0
980.0
784.0
450.0
809.0
454.0
3201.0
2002.0
643.0
286.0
762.0
389.0
2239.0
981.0
781.0
450.0
834.0
463.0
3214.0
2008.0
630.0
293.0
753.0
382.0
2233.0
986.0
780.0
438.0
836.0
460.0
3219.0
1988.0
645.0
288.0
733.0
376.0
2230.0
985.0
775.0
452.0
826.0
458.0
3211.0
1994.0
636.0
297.0
730.0
392.0
2232.0
999.0
782.0
447.0
813.0
490.0
3207.0
1996.0
652.0
294.0
755.0
399.0
2237.0
983.0
788.0
431.0
810.0
476.0
3240.0
2011.0
635.0
286.0
748.0
388.0
2240.0
993.0
779.0
443.0
825.0
452.0
3204.0
1990.0
643.0
321.0
754.0
388.0
2232.0
984.0
783.0
437.0
811.0
490.0
3185.0
2006.0
645.0
294.0
756.0
387.0
2234.0
985.0
774.0
451.0
829.0
462.0
3222.0
2026.0
640.0
285.0
743.0
401.0
2226.0
985.0
789.0
442.0
822.0
487.0
3206.0
2000.0
647.0
293.0
771.0
373.0
2235.0
978.0
787.0
432.0
809.0
462.0
3199.0
2055.0
637.0
288.0
752.0
376.0
2243.0
979.0
778.0
448.0
832.0
457.0
3217.0
2009.0
634.0
292.0
751.0
389.0
2238.0
987.0
784.0
442.0
827.0
487.0
3227.0
1998.0
650.0
294.0
755.0
392.0
2234.0
984.0
786.0
436.0
830.0
478.0
3215.0
1991.0
629.0
296.0
735.0
405.0
2232.0
984.0
