DYN-Consumption
4480.46
4722.4
4474.88
5319.9
5096.42
5432.35
5616.66
5791.09
4571.67
5845.91
4966.81
5623.42
4452.41
4905.56
4894.77
5868.49
5031.61
5980.6
5480.84
4997.99
5084.9
6176.45
5086.08
6054.26
4349.15
4836.35
5092.02
5867.33
5083.79
6142.95
5624.64
6032.56
5295.51
5490.49
5714.82
5639.63
4102.75
4617.47
5160.83
6070.16
4768.35
6115.66
5057.53
6142.8
5154.06
5803.22
5202.77
5935.52
4573.82
4577.34
5113.15
5925.75
5022.31
5916.99
5459.05
5987.04
4893.6
6076.61
5283.39
5872.13
4650.28
4270.92
5069.86
5727.84
5078.27
6298.14
5014.86
6247.72
4859.11
6012.46
4957.08
5997.33
4295.56
5013.04
4511.93
5954.63
5586.1
5358.68
5237.08
6482.01
4951.47
5524.0
4928.95
5692.95
4388.28
4440.67
4657.51
6138.13
5365.49
5495.35
5380.48
5619.33
4581.8
5777.99
5170.69
5651.1
4542.53
4365.1
4983.65
6243.02
5117.63
5767.69
5165.26
6149.27
4459.98
5794.03
5186.37
5645.77
4433.59
5089.08
4690.71
5757.73
5122.92
6046.44
5126.06
6443.0
4991.47
5807.37
4942.88
5489.98
2945.03
3464.25
3350.62
3477.36
3272.57
4144.51
3586.54
4613.74
3038.7
3863.82
3254.74
3943.41
3707.06
3023.38
3257.92
3814.48
3572.59
3541.83
3543.67
4032.92
3293.86
4157.23
3828.16
4548.54
2877.42
3991.72
3316.91
3777.09
3193.81
6053.78
3529.37
3913.16
3061.89
3929.98
3010.51
3433.54
2939.28
4049.77
3000.41
3920.26
3853.62
3618.49
3426.55
4295.79
4222.78
4094.92
3605.39
4840.38
3762.4
3902.13
3251.86
3495.02
3048.04
5037.56
3616.48
4442.25
2819.7
4174.88
3217.71
3623.84
2903.37
3995.33
3117.83
3698.79
3830.97
3324.03
3511.22
3907.72
3875.82
3631.22
3819.92
4593.49
2996.5
3377.07
3369.92
3980.06
3222.09
6109.67
3451.22
3984.55
3335.74
4184.24
2790.71
3988.9
2903.66
3053.14
3086.62
3816.57
3353.51
3594.63
3522.77
4684.48
2787.46
4158.06
3960.21
4526.02
2959.72
3985.91
2994.1
3487.31
3563.57
4939.66
3415.26
3997.17
3357.09
3919.81
3112.0
4480.66
2930.62
3985.65
3289.69
3474.18
2774.96
3989.45
3730.64
4495.49
3407.4
4363.66
3798.06
4335.16
2962.54
3134.62
3068.01
3910.66
3859.01
3879.32
3686.27
3815.21
3270.49
4409.76
3450.16
3782.21
3042.1
3860.36
3336.46
4285.81
3214.39
3797.59
4282.06
4197.06
3797.64
4335.1
3444.65
4463.78
2957.16
4161.22
3304.04
3801.61
3567.13
3740.64
3379.76
4106.67
3293.57
4357.27
3781.36
3930.39
2976.83
3215.04
3068.51
4261.06
3254.48
4373.18
4147.15
3887.2
3077.56
4102.06
3140.34
3931.03
2981.94
3831.25
3262.75
3485.4
3475.01
3856.9
3770.68
4474.35
4018.88
4172.66
4154.04
4329.84
2962.82
3288.68
3213.42
3613.81
2758.76
4325.25
3867.16
3959.78
3137.94
4216.54
2873.71
4031.87
3796.91
3145.5
3128.93
3516.16
3262.49
4113.75
3532.24
3974.96
3542.44
4174.55
3746.03
4153.67
2998.49
3147.53
3388.3
3639.76
3518.23
3661.19
4558.33
4520.25
3619.23
3700.14
3127.91
3859.55
2981.52
3991.75
3223.58
3453.23
2759.25
4084.76
3588.68
3392.8
3248.96
3867.96
3655.04
4565.62
2923.85
3108.36
3247.05
3755.65
3372.78
4165.31
3481.27
4341.8
3052.45
4259.27
3926.82
4159.01
3016.85
4008.54
3277.02
3817.66
3131.7
4102.22
3469.17
3740.77
3162.68
3784.45
3106.89
4267.36
2920.34
3290.35
3320.68
3379.56
3579.71
3952.38
3467.94
4637.8
3523.42
3541.32
3450.72
4023.18
2961.88
4031.26
3047.17
3967.81
3575.84
4329.65
3633.98
4113.64
3020.57
4444.89
3799.27
4234.79
3773.37
3147.82
3295.29
3501.97
3690.31
4345.69
3994.88
