gfortran-Consumption
4180.03
4814.67
5260.37
5026.94
4066.17
4212.2
4467.97
4707.56
4905.25
4931.01
3758.82
4074.12
4399.34
4777.59
4825.33
4966.23
4447.97
4370.67
4394.81
4818.18
5057.8
4963.39
3453.12
4074.45
4033.29
4430.69
4194.92
5683.15
4429.61
4318.35
4657.15
4799.82
4807.03
4847.04
3392.38
4097.3
4306.36
4370.95
5293.92
3987.7
4365.88
4179.97
4483.83
4598.19
4906.71
4947.8
3786.61
3866.31
4538.8
4829.63
4621.74
4823.33
4436.2
4182.65
3727.97
4955.36
4687.03
4955.7
3962.51
4387.17
4753.43
4758.92
4762.27
5617.68
4015.6
4023.24
4371.4
3481.33
4530.03
4921.11
3952.94
4363.32
4587.37
3801.19
4845.29
4293.92
4334.88
4397.4
4508.06
4914.05
4549.98
4550.63
3959.39
3825.89
4282.7
5236.04
4584.42
5511.72
4140.46
4430.69
4518.85
4463.46
4749.55
5190.23
4029.97
4384.0
4448.56
3925.82
4648.89
4684.58
4316.96
4376.28
4493.67
4624.57
4531.74
5266.72
4121.37
4433.4
4335.62
4986.32
4850.49
5442.47
4562.13
4367.64
4485.66
4543.37
4666.24
5294.84
4066.0
4066.75
3028.15
3501.42
3987.94
4863.94
3578.11
3655.52
3248.76
3628.22
4052.34
4047.24
2764.25
2762.94
3993.95
4205.16
4239.84
3823.21
3602.84
3613.05
3310.37
4888.99
3923.65
4129.31
2754.06
2752.1
3078.2
3625.08
4213.72
4203.83
2802.47
3629.82
3242.3
4833.76
4265.43
4510.63
2753.92
2751.39
3152.09
3375.28
3622.52
4274.65
3567.8
3632.93
3291.71
4746.99
3756.63
3982.06
2754.62
2751.49
3147.17
3811.56
4736.24
4363.1
3607.58
3610.37
3206.89
4948.25
4109.27
4332.57
2752.51
2751.39
2949.94
3610.61
3763.36
3737.96
2797.71
3632.24
3129.93
3392.71
3915.74
3644.72
2751.75
2750.59
4037.56
3617.64
4016.65
4931.03
3583.43
2761.06
3395.45
3619.52
4052.13
4233.07
2750.98
2749.7
3043.57
3705.16
4727.82
3721.71
3617.69
3620.28
3842.41
3975.08
3590.68
3772.04
2749.88
2748.98
3140.36
3339.2
4679.21
4062.49
3611.04
3623.78
3236.94
3573.06
4070.69
4291.7
2749.04
2748.27
3093.73
4424.87
3419.6
3767.11
3611.85
2794.15
3210.16
3705.24
4007.1
3858.09
2747.78
2747.03
2919.83
3673.75
4642.4
4289.61
3612.77
3614.03
3322.51
3906.53
3954.24
3735.21
2747.99
2748.16
3975.39
3277.2
3545.87
4357.18
3616.84
3614.56
3212.36
3578.28
3661.58
4101.03
2746.81
2748.16
3127.13
3398.31
4696.2
4159.77
3567.64
3593.03
3248.7
3696.33
4160.94
4245.86
2748.42
2747.62
2929.95
3652.5
4131.6
4213.7
3608.4
3639.78
3296.13
4408.07
4044.95
4434.39
2749.47
2747.74
3967.61
3637.33
3621.73
4016.62
3618.84
3627.85
3142.36
3617.18
4038.09
4243.14
2749.74
2750.33
3092.04
3266.36
4664.65
4698.8
3619.69
3621.0
3324.44
3646.41
4054.55
4252.96
2751.17
2751.94
3828.34
4545.82
3734.94
3923.18
3627.69
3584.03
3245.28
4107.5
3785.95
4174.78
2751.41
2753.6
3039.74
3634.39
3741.61
4648.94
3605.59
3614.15
3242.8
3840.96
4107.52
4174.23
2749.76
2752.34
3051.64
3736.32
4132.89
4255.55
3622.85
3577.7
3051.08
3841.7
3693.2
4154.68
2765.72
2752.83
3910.04
4209.19
4062.54
4431.55
3620.84
3617.22
3394.96
3878.34
4101.75
3998.15
2751.74
2750.38
3106.89
3779.28
4076.86
5073.84
2749.17
2753.19
3846.95
3857.49
3818.05
4088.29
2726.26
2749.59
3038.96
3422.19
3668.29
3873.68
2749.95
2753.47
3331.08
3403.54
4044.47
4172.23
2955.92
2747.43
3469.13
3508.41
4756.96
5085.9
2751.69
2753.44
3317.37
3860.08
3905.95
4213.8
2718.38
2748.06
3118.04
4399.45
3751.48
4365.68
2753.02
2755.55
3372.06
3772.35
4014.28
4163.6
2716.4
2749.55
2964.08
3817.39
4914.62
4633.93
2753.18
2754.9
3358.3
3873.3
3643.73
3971.93
2714.37
2750.1
2955.48
3332.7
3482.06
4324.13
3568.72
2753.27
3457.63
3548.93
4132.42
4322.59
2714.8
2751.63
3025.81
3148.01
4626.34
4516.12
2797.31
2751.9
3326.71
3639.19
3827.15
4145.85
3564.86
2753.39
3900.87
4447.66
3704.16
3681.8
2752.0
2750.06
3297.6
3882.53
4093.78
3946.97
2729.64
2754.1
3262.41
3240.4
3774.66
4204.39
2751.21
2750.05
3383.01
3717.03
3751.0
4479.53
3573.19
2753.83
3163.84
4267.43
4748.86
5261.77
2749.58
2748.8
3212.94
3787.65
3957.94
4030.56
2731.67
2755.89
3101.94
3344.18
4268.35
4186.38
2748.5
2746.77
3107.14
3677.35
3733.73
3957.03
3575.78
2754.59
3061.31
4271.42
4134.27
4324.42
2746.94
2747.92
3234.45
3771.53
3811.47
3873.81
2732.7
2754.69
2967.09
3225.28
4227.13
4456.56
2748.59
2748.54
3224.42
3780.2
4138.58
3905.58
2721.72
2753.84
3113.61
3373.57
4053.18
4123.58
2748.99
2750.75
3280.59
3832.16
3692.77
4126.02
2727.16
2755.26
3054.39
3207.32
3906.58
4667.89
2748.37
3570.22
3299.99
3929.28
3928.28
3924.42
2754.17
2751.37
3916.83
4545.95
4329.61
4183.45
2749.34
2760.99
3219.66
3972.39
4093.57
4350.92
2754.25
2751.73
3098.57
4351.31
3634.89
4710.26
2750.03
2755.62
3187.21
3700.83
3697.79
3828.03
2751.66
2750.98
3037.77
3447.33
4978.94
3916.78
2751.1
2754.4
3361.02
3803.72
3947.08
4310.61
2749.47
2750.08
3658.96
3369.93
3937.74
4862.23
2752.3
2755.1
3150.95
3471.57
3615.87
4417.51
2750.93
2749.63
3073.49
4463.48
4809.49
4244.58
2753.46
2753.69
3335.0
3754.07
4030.44
3690.25
2749.77
2749.7
