noOMP-Consumption
4066.17
4212.2
3758.82
4074.12
4322.65
4536.99
5333.07
4383.9
5088.27
4159.17
5111.65
4232.42
4447.97
4370.67
3453.12
4074.45
4228.91
4409.93
4946.06
4385.24
4512.11
3763.2
4981.3
4247.08
4429.61
4318.35
3392.38
4097.3
4181.17
4353.12
4713.32
3984.73
4058.96
4352.87
4656.12
4226.52
4365.88
4179.97
3786.61
3866.31
4285.74
4155.96
4624.81
4091.12
4367.02
4332.65
4001.74
4191.88
4436.2
4182.65
3962.51
4387.17
4337.17
4445.39
4618.98
4075.0
4090.98
4366.67
3814.26
4040.01
4015.6
4023.24
3952.94
4363.32
4333.39
4462.53
4076.02
3934.52
4295.61
4168.8
4003.89
3916.68
4334.88
4397.4
3959.39
3825.89
4192.18
4458.71
4178.1
3810.23
4190.51
4205.74
4016.48
2752.24
4140.46
4430.69
4029.97
4384.0
4146.26
4458.92
4169.64
4019.11
4143.65
3592.54
4038.33
2749.21
4316.96
4376.28
4121.37
4433.4
4210.94
4449.31
4193.19
4014.98
3599.82
4143.69
4049.29
2747.74
4562.13
4367.64
4066.0
4066.75
4334.68
4391.23
4226.11
4019.51
4118.64
4145.71
3810.48
2748.08
3578.11
3655.52
2764.25
2762.94
2736.66
2751.65
2785.17
2748.0
2733.68
2754.42
2770.68
2753.01
3602.84
3613.05
2754.06
2752.1
2754.78
2750.66
2752.17
2748.33
2754.29
2751.76
2753.36
2752.82
2802.47
3629.82
2753.92
2751.39
2755.52
2749.37
2752.32
2748.39
2754.48
2752.28
2754.65
2752.95
3567.8
3632.93
2754.62
2751.49
2751.82
2749.36
2750.34
2749.93
2754.42
2752.18
2752.27
2753.14
3607.58
3610.37
2752.51
2751.39
2748.12
2747.86
2750.15
2750.92
2753.8
2752.8
2752.32
2764.46
2797.71
3632.24
2751.75
2750.59
2747.13
2748.33
2751.05
2751.0
2753.6
2752.26
2749.57
2749.88
3583.43
2761.06
2750.98
2749.7
2747.16
2748.86
2751.86
2752.19
2751.69
2752.27
2747.99
2748.67
3617.69
3620.28
2749.88
2748.98
2747.48
2749.05
2752.93
2752.28
2751.61
2751.27
2747.81
2748.58
3611.04
3623.78
2749.04
2748.27
2747.9
2749.71
2752.46
2752.34
2750.37
2749.46
2747.92
2747.95
3611.85
2794.15
2747.78
2747.03
2761.28
2748.56
2751.95
2753.19
3560.05
2747.52
2747.83
2746.83
3612.77
3614.03
2747.99
2748.16
2748.36
2749.21
2752.36
2752.32
2758.51
2748.78
2747.79
2746.48
3616.84
3614.56
2746.81
2748.16
2751.37
2751.31
2752.3
2754.14
2750.2
2747.62
2748.1
2747.43
3567.64
3593.03
2748.42
2747.62
2751.29
2751.72
2751.97
2753.74
2716.9
2746.53
2749.24
2748.66
3608.4
3639.78
2749.47
2747.74
2751.57
2755.41
2752.85
2753.37
2748.27
2746.98
2750.24
2749.91
3618.84
3627.85
2749.74
2750.33
2754.04
2752.54
2752.26
2750.85
2747.68
2749.2
2751.16
2750.22
3619.69
3621.0
2751.17
2751.94
2753.28
2752.0
2752.82
2749.2
2748.59
2749.64
2750.99
2751.33
3627.69
3584.03
2751.41
2753.6
2752.9
2752.32
2750.88
2749.42
2750.56
2748.33
2753.44
2751.28
3605.59
3614.15
2749.76
2752.34
2752.09
2751.31
2750.26
2749.19
2751.01
2750.46
2753.7
2751.46
3622.85
3577.7
2765.72
2752.83
2751.27
2750.73
2748.39
2747.76
2751.84
2750.79
2752.57
2750.92
3620.84
3617.22
2751.74
2750.38
2752.23
2751.93
2748.46
2747.59
2752.17
2751.7
2753.05
2751.01
2749.17
2753.19
2726.26
2749.59
3561.28
3607.6
3597.31
3610.91
2763.47
2751.62
2781.24
2752.87
2749.95
2753.47
2955.92
2747.43
3574.86
2795.79
3600.03
3605.37
2753.53
2750.69
2758.22
2754.5
2751.69
2753.44
2718.38
2748.06
3595.52
3599.35
3603.87
3602.98
2754.31
2749.91
2757.38
2755.72
2753.02
2755.55
2716.4
2749.55
3566.13
3609.35
3602.16
3597.59
2752.34
2749.95
2756.59
2756.16
2753.18
2754.9
2714.37
2750.1
3562.54
3595.3
3597.2
3600.85
2751.16
2749.43
2755.65
2754.45
3568.72
2753.27
2714.8
2751.63
3559.91
3612.39
3601.07
3604.45
2749.53
2749.15
2754.86
2754.83
2797.31
2751.9
3564.86
2753.39
3552.29
3596.22
3604.03
3606.7
2749.37
2749.36
2755.12
2756.47
2752.0
2750.06
2729.64
2754.1
3534.81
3592.03
3605.83
3605.7
2748.19
2747.34
2754.61
2755.72
2751.21
2750.05
3573.19
2753.83
3558.57
3598.76
3607.93
3610.48
2748.12
2747.23
2754.23
2754.13
2749.58
2748.8
2731.67
2755.89
3556.19
2755.3
3611.25
3613.3
2748.97
2747.99
2754.46
2751.72
2748.5
2746.77
3575.78
2754.59
3554.22
2751.25
3614.21
3611.57
2747.67
2749.78
2753.04
2751.43
2746.94
2747.92
2732.7
2754.69
3603.63
2750.27
3608.98
3603.73
2748.15
2750.62
3571.73
2749.84
2748.59
2748.54
2721.72
2753.84
3576.32
2752.52
3604.92
3598.27
2751.29
2751.08
2802.14
2750.94
2748.99
2750.75
2727.16
2755.26
3558.33
2753.25
3597.92
3598.27
2750.76
2752.69
2750.87
2750.6
2748.37
3570.22
2754.17
2751.37
3594.11
2754.57
3599.88
3603.17
2751.91
2754.66
2749.54
2750.98
2749.34
2760.99
2754.25
2751.73
3563.33
2753.27
3603.82
3591.01
2724.56
2754.93
2748.92
2751.72
2750.03
2755.62
2751.66
2750.98
3595.34
2753.1
3602.53
3591.25
2753.32
2753.86
2749.06
2751.92
2751.1
2754.4
2749.47
2750.08
3556.22
2755.26
3604.99
3594.04
2753.43
2754.23
2750.73
2752.89
2752.3
2755.1
2750.93
2749.63
3538.86
2755.08
3606.36
3596.31
2752.13
2753.15
2751.88
2752.66
2753.46
2753.69
2749.77
2749.7
3604.89
2753.15
3605.93
3596.31
2751.47
2751.0
2753.09
2755.09
