MKL-Real_time
646.0
315.0
751.0
396.0
2235.0
986.0
1042.0
335.0
1247.0
387.0
3355.0
913.0
1363.0
334.0
1556.0
416.0
4384.0
936.0
638.0
296.0
754.0
379.0
2236.0
981.0
1045.0
325.0
1237.0
405.0
3346.0
930.0
1360.0
326.0
1557.0
413.0
4390.0
929.0
642.0
297.0
731.0
388.0
2235.0
994.0
1046.0
311.0
1237.0
396.0
3359.0
912.0
1361.0
328.0
1549.0
438.0
4387.0
930.0
647.0
290.0
747.0
393.0
2261.0
989.0
1032.0
304.0
1223.0
406.0
3348.0
921.0
1372.0
334.0
1569.0
411.0
4385.0
933.0
636.0
290.0
755.0
388.0
2247.0
986.0
1039.0
322.0
1236.0
382.0
3357.0
922.0
1365.0
324.0
1567.0
421.0
4385.0
940.0
655.0
297.0
732.0
387.0
2247.0
987.0
1044.0
307.0
1228.0
403.0
3355.0
930.0
1355.0
329.0
1562.0
424.0
4387.0
942.0
630.0
292.0
754.0
407.0
2237.0
989.0
1044.0
312.0
1243.0
387.0
3352.0
924.0
1366.0
344.0
1559.0
407.0
4382.0
932.0
651.0
303.0
735.0
388.0
2245.0
1001.0
1042.0
317.0
1232.0
385.0
3362.0
917.0
1356.0
327.0
1556.0
415.0
4379.0
940.0
645.0
289.0
744.0
384.0
2240.0
991.0
1046.0
306.0
1232.0
392.0
3356.0
924.0
1363.0
346.0
1547.0
415.0
4447.0
932.0
638.0
309.0
763.0
384.0
2248.0
985.0
1043.0
306.0
1268.0
397.0
3345.0
919.0
1366.0
319.0
1560.0
408.0
4382.0
943.0
647.0
299.0
740.0
389.0
2226.0
982.0
1034.0
319.0
1249.0
392.0
3348.0
917.0
1366.0
331.0
1564.0
400.0
4397.0
923.0
640.0
294.0
733.0
377.0
2235.0
990.0
1036.0
307.0
1249.0
386.0
3351.0
912.0
1373.0
327.0
1558.0
411.0
4383.0
922.0
638.0
293.0
742.0
390.0
2232.0
983.0
1045.0
312.0
1241.0
385.0
3346.0
912.0
1363.0
