False-Real_time
366.0
397.0
1478.0
315.0
396.0
986.0
414.0
458.0
1362.0
335.0
387.0
913.0
399.0
445.0
1368.0
334.0
416.0
936.0
367.0
393.0
1445.0
296.0
379.0
981.0
423.0
451.0
1347.0
325.0
405.0
930.0
399.0
439.0
1368.0
326.0
413.0
929.0
366.0
417.0
1432.0
297.0
388.0
994.0
413.0
446.0
1351.0
311.0
396.0
912.0
395.0
431.0
1349.0
328.0
438.0
930.0
364.0
410.0
1423.0
290.0
393.0
989.0
416.0
447.0
1361.0
304.0
406.0
921.0
394.0
452.0
1379.0
334.0
411.0
933.0
367.0
397.0
1440.0
290.0
388.0
986.0
407.0
430.0
1355.0
322.0
382.0
922.0
394.0
455.0
1356.0
324.0
421.0
940.0
367.0
420.0
1429.0
297.0
387.0
987.0
416.0
452.0
1359.0
307.0
403.0
930.0
391.0
450.0
1364.0
329.0
424.0
942.0
363.0
401.0
1438.0
292.0
407.0
989.0
406.0
470.0
1373.0
312.0
387.0
924.0
401.0
455.0
1373.0
344.0
407.0
932.0
355.0
403.0
1432.0
303.0
388.0
1001.0
414.0
442.0
1363.0
317.0
385.0
917.0
399.0
438.0
1360.0
327.0
415.0
940.0
359.0
413.0
1445.0
289.0
384.0
991.0
419.0
458.0
1359.0
306.0
392.0
924.0
405.0
437.0
1368.0
346.0
415.0
932.0
367.0
410.0
1424.0
309.0
384.0
985.0
417.0
457.0
1358.0
306.0
397.0
919.0
407.0
454.0
1361.0
319.0
408.0
943.0
