Debug-Consumption
4180.03
5260.37
4066.17
4467.97
4905.25
3758.82
4598.57
5084.43
4322.65
4770.61
4907.69
5333.07
4314.81
4980.08
5088.27
3303.55
4259.52
5111.65
4399.34
4825.33
4447.97
4394.81
5057.8
3453.12
4823.01
5307.65
4228.91
5047.59
5626.69
4946.06
4350.88
4966.74
4512.11
4183.61
3988.96
4981.3
4033.29
4194.92
4429.61
4657.15
4807.03
3392.38
4721.92
5821.27
4181.17
5008.29
5045.21
4713.32
4331.2
5242.21
4058.96
3444.5
4773.81
4656.12
4306.36
5293.92
4365.88
4483.83
4906.71
3786.61
4650.97
5312.75
4285.74
4965.99
5047.3
4624.81
4345.21
4873.05
4367.02
3302.77
4192.23
4001.74
4538.8
4621.74
4436.2
3727.97
4687.03
3962.51
4942.5
5338.66
4337.17
4796.31
5010.99
4618.98
4228.04
4946.37
4090.98
3502.71
5115.41
3814.26
4753.43
4762.27
4015.6
4371.4
4530.03
3952.94
4982.5
5332.75
4333.39
4881.35
5084.91
4076.02
4803.75
4982.8
4295.61
3626.36
4414.46
4003.89
4587.37
4845.29
4334.88
4508.06
4549.98
3959.39
5080.51
5215.24
4192.18
4984.39
5128.12
4178.1
4132.14
5069.74
4190.51
2815.1
4150.3
4016.48
4282.7
4584.42
4140.46
4518.85
4749.55
4029.97
4970.23
5286.19
4146.26
5050.3
5313.5
4169.64
4958.24
5047.08
4143.65
3973.31
4850.88
4038.33
4448.56
4648.89
4316.96
4493.67
4531.74
4121.37
5019.11
5334.42
4210.94
4761.39
5148.49
4193.19
4933.91
4994.72
3599.82
2861.27
5000.37
4049.29
4335.62
4850.49
4562.13
4485.66
4666.24
4066.0
4683.43
5279.92
4334.68
5315.32
5295.22
4226.11
5093.64
5415.19
4118.64
3523.63
4132.08
3810.48
3028.15
3987.94
3578.11
3248.76
4052.34
2764.25
3521.42
4306.84
2736.66
3839.14
4178.78
2785.17
3311.83
4235.08
2733.68
3493.95
4866.45
2770.68
3993.95
4239.84
3602.84
3310.37
3923.65
2754.06
3441.36
4449.41
2754.78
3125.37
4266.56
2752.17
3613.35
4290.39
2754.29
3600.75
4233.92
2753.36
3078.2
4213.72
2802.47
3242.3
4265.43
2753.92
3836.16
4227.45
2755.52
3416.05
4162.09
2752.32
3291.86
4132.23
2754.48
3517.26
4358.81
2754.65
3152.09
3622.52
3567.8
3291.71
3756.63
2754.62
3941.73
4201.59
2751.82
4054.65
4249.81
2750.34
2830.44
3582.35
2754.42
3647.63
4445.45
2752.27
3147.17
4736.24
3607.58
3206.89
4109.27
2752.51
3667.59
4930.36
2748.12
3765.46
4399.03
2750.15
4429.78
4663.06
2753.8
3475.85
4312.8
2752.32
2949.94
3763.36
2797.71
3129.93
3915.74
2751.75
2952.25
3936.86
2747.13
3916.77
3979.61
2751.05
2834.93
4495.48
2753.6
3457.11
4552.98
2749.57
4037.56
4016.65
3583.43
3395.45
4052.13
2750.98
3750.71
4466.85
2747.16
3791.35
4033.86
2751.86
3600.98
4118.42
2751.69
3956.51
4091.26
2747.99
3043.57
4727.82
3617.69
3842.41
3590.68
2749.88
3289.66
4511.74
2747.48
3860.43
4224.08
2752.93
3122.58
3942.44
2751.61
3368.67
5036.58
2747.81
3140.36
4679.21
3611.04
3236.94
4070.69
2749.04
4051.61
3816.28
2747.9
3638.47
4155.88
2752.46
3649.77
4694.35
2750.37
3642.55
4132.87
2747.92
3093.73
3419.6
3611.85
3210.16
4007.1
2747.78
3375.65
4057.49
2761.28
3643.39
4000.04
2751.95
3479.07
3523.44
3560.05
3382.87
4533.81
2747.83
2919.83
4642.4
3612.77
3322.51
3954.24
2747.99
3847.81
4640.1
2748.36
3717.99
4233.83
2752.36
3623.6
4979.88
2758.51
3676.47
4571.5
2747.79
3975.39
3545.87
3616.84
3212.36
3661.58
2746.81
3621.55
4196.94
2751.37
3517.74
3708.38
2752.3
3499.21
4295.24
2750.2
4345.25
3997.6
2748.1
3127.13
4696.2
3567.64
3248.7
4160.94
2748.42
3699.33
4399.07
2751.29
4476.96
4167.64
2751.97
2983.68
4787.93
2716.9
4008.53
4579.39
2749.24
2929.95
4131.6
3608.4
3296.13
4044.95
2749.47
3804.66
4385.73
2751.57
3915.48
3966.76
2752.85
3886.94
4114.48
2748.27
2830.39
4220.55
2750.24
3967.61
3621.73
3618.84
3142.36
4038.09
2749.74
3549.38
4369.99
2754.04
3541.17
4509.14
2752.26
3282.62
4959.75
2747.68
4678.52
4574.02
2751.16
3092.04
4664.65
3619.69
3324.44
4054.55
2751.17
3623.47
4191.72
2753.28
3490.15
4472.82
2752.82
3586.81
4189.41
2748.59
2857.94
4449.17
2750.99
3828.34
3734.94
3627.69
3245.28
3785.95
2751.41
3693.51
4861.99
2752.9
3624.79
4515.27
2750.88
3449.09
5693.7
2750.56
3616.25
4760.24
2753.44
3039.74
3741.61
3605.59
3242.8
4107.52
2749.76
3458.22
3779.76
2752.09
4170.82
4412.79
2750.26
4275.22
4026.07
2751.01
3498.7
4259.33
2753.7
3051.64
4132.89
3622.85
3051.08
3693.2
2765.72
3399.53
4219.57
2751.27
3642.48
4716.97
2748.39
3669.01
5371.26
2751.84
3772.5
4242.61
2752.57
3910.04
4062.54
3620.84
3394.96
4101.75
2751.74
3774.72
3620.93
2752.23
3557.29
4140.86
2748.46
4501.03
3951.53
2752.17
2815.63
4420.12
2753.05
3106.89
4076.86
2749.17
3846.95
3818.05
2726.26
3586.81
5054.53
3561.28
3940.67
4233.0
3597.31
3819.69
3828.29
2763.47
3683.6
4335.81
2781.24
3038.96
3668.29
2749.95
3331.08
4044.47
2955.92
3682.23
4773.1
3574.86
3982.5
3953.01
3600.03
3485.19
4261.56
2753.53
4286.16
4862.16
2758.22
3469.13
4756.96
2751.69
3317.37
3905.95
2718.38
3369.42
