DYN-Real_time
701.0
366.0
646.0
315.0
1102.0
414.0
1042.0
335.0
1455.0
399.0
1363.0
334.0
689.0
367.0
638.0
296.0
1092.0
423.0
1045.0
325.0
1461.0
399.0
1360.0
326.0
709.0
366.0
642.0
297.0
1099.0
413.0
1046.0
311.0
1465.0
395.0
1361.0
328.0
718.0
364.0
647.0
290.0
1080.0
416.0
1032.0
304.0
1456.0
394.0
1372.0
334.0
700.0
367.0
636.0
290.0
1097.0
407.0
1039.0
322.0
1456.0
394.0
1365.0
324.0
708.0
367.0
655.0
297.0
1097.0
416.0
1044.0
307.0
1459.0
391.0
1355.0
329.0
702.0
363.0
630.0
292.0
1090.0
406.0
1044.0
312.0
1462.0
401.0
1366.0
344.0
697.0
355.0
651.0
303.0
1100.0
414.0
1042.0
317.0
1465.0
399.0
1356.0
327.0
699.0
359.0
645.0
289.0
1095.0
419.0
1046.0
306.0
1463.0
405.0
1363.0
346.0
712.0
367.0
638.0
309.0
1089.0
417.0
1043.0
306.0
1455.0
407.0
1366.0
319.0
705.0
362.0
647.0
299.0
1100.0
417.0
1034.0
319.0
1471.0
405.0
1366.0
331.0
701.0
364.0
640.0
294.0
1092.0
411.0
1036.0
307.0
1456.0
405.0
1373.0
327.0
692.0
372.0
638.0
293.0
1101.0
414.0
1045.0
312.0
1460.0
403.0
1363.0
334.0
710.0
358.0
638.0
294.0
1091.0
410.0
1042.0
324.0
1465.0
392.0
1357.0
329.0
688.0
356.0
638.0
289.0
1096.0
411.0
1043.0
318.0
1469.0
394.0
1361.0
325.0
684.0
376.0
642.0
297.0
1094.0
417.0
1030.0
312.0
1459.0
408.0
1374.0
325.0
713.0
352.0
638.0
304.0
1092.0
409.0
1047.0
309.0
1459.0
389.0
1362.0
326.0
702.0
369.0
631.0
294.0
1094.0
414.0
1038.0
317.0
1468.0
397.0
1359.0
328.0
703.0
374.0
640.0
296.0
1094.0
419.0
1036.0
315.0
1464.0
401.0
1370.0
332.0
713.0
369.0
631.0
295.0
1089.0
414.0
1041.0
311.0
1466.0
406.0
1363.0
329.0
704.0
374.0
644.0
288.0
1091.0
422.0
1042.0
310.0
1456.0
404.0
1363.0
329.0
705.0
361.0
635.0
299.0
1098.0
411.0
1039.0
316.0
1456.0
386.0
1369.0
325.0
698.0
376.0
642.0
297.0
1088.0
415.0
1041.0
313.0
1469.0
397.0
1360.0
331.0
705.0
357.0
634.0
294.0
1091.0
420.0
1038.0
319.0
1468.0
402.0
1358.0
331.0
697.0
370.0
640.0
292.0
1100.0
407.0
1036.0
310.0
1464.0
404.0
1366.0
335.0
703.0
371.0
642.0
290.0
1102.0
417.0
1039.0
310.0
1465.0
398.0
1355.0
343.0
708.0
365.0
640.0
296.0
1098.0
420.0
1027.0
315.0
1465.0
410.0
1362.0
323.0
710.0
363.0
636.0
290.0
1094.0
409.0
1035.0
311.0
1455.0
403.0
1369.0
325.0
709.0
359.0
628.0
290.0
1104.0
414.0
1042.0
314.0
1461.0
394.0
1363.0
332.0
692.0
364.0
632.0
300.0
1083.0
414.0
1039.0
319.0
1460.0
404.0
1363.0
336.0
710.0
375.0
641.0
297.0
1092.0
408.0
1034.0
323.0
1463.0
404.0
1360.0
331.0
705.0
361.0
638.0
316.0
1096.0
408.0
1041.0
312.0
1461.0
408.0
1363.0
327.0
706.0
365.0
626.0
296.0
1101.0
414.0
1043.0
320.0
1470.0
398.0
1366.0
333.0
700.0
363.0
629.0
290.0
1096.0
415.0
1041.0
308.0
1462.0
402.0
1361.0
323.0
695.0
355.0
635.0
291.0
1096.0
390.0
1035.0
310.0
1450.0
404.0
1365.0
331.0
695.0
376.0
637.0
309.0
1092.0
410.0
1033.0
314.0
1457.0
408.0
1366.0
331.0
704.0
356.0
643.0
289.0
1089.0
419.0
1040.0
304.0
1458.0
402.0
1393.0
328.0
710.0
359.0
634.0
303.0
1095.0
415.0
1030.0
313.0
1467.0
414.0
1362.0
339.0
705.0
379.0
635.0
287.0
1093.0
407.0
1040.0
307.0
1458.0
405.0
1377.0
337.0
694.0
356.0
631.0
294.0
1101.0
416.0
1041.0
314.0
1459.0
399.0
1367.0
329.0
699.0
356.0
632.0
298.0
1096.0
418.0
1033.0
304.0
1464.0
397.0
1369.0
324.0
693.0
363.0
641.0
291.0
1092.0
423.0
1035.0
319.0
1465.0
409.0
1370.0
326.0
708.0
364.0
633.0
313.0
1100.0
419.0
1039.0
319.0
1459.0
397.0
1359.0
315.0
691.0
365.0
638.0
287.0
1098.0
415.0
1037.0
317.0
1461.0
407.0
1369.0
333.0
699.0
355.0
629.0
288.0
1094.0
407.0
1037.0
320.0
1474.0
408.0
1357.0
334.0
696.0
355.0
631.0
299.0
1098.0
402.0
1040.0
306.0
1466.0
399.0
1361.0
323.0
715.0
372.0
620.0
303.0
1096.0
428.0
1035.0
303.0
1456.0
407.0
1386.0
334.0
697.0
396.0
634.0
293.0
1091.0
415.0
1038.0
321.0
1468.0
402.0
1361.0
340.0
695.0
362.0
648.0
298.0
1096.0
417.0
1043.0
331.0
1452.0
413.0
1365.0
326.0
706.0
378.0
652.0
294.0
1099.0
415.0
1046.0
305.0
1465.0
408.0
1375.0
325.0
