OMP-Consumption
4180.03
4814.67
5260.37
5026.94
4467.97
4707.56
4905.25
4931.01
4598.57
5252.01
5084.43
6669.58
4770.61
5234.53
4907.69
5122.7
4314.81
5012.7
4980.08
5019.4
3303.55
4333.35
4259.52
4558.94
4399.34
4777.59
4825.33
4966.23
4394.81
4818.18
5057.8
4963.39
4823.01
5311.11
5307.65
5081.44
5047.59
5027.07
5626.69
5657.23
4350.88
5350.65
4966.74
5180.09
4183.61
4713.52
3988.96
4000.15
4033.29
4430.69
4194.92
5683.15
4657.15
4799.82
4807.03
4847.04
4721.92
5412.7
5821.27
5361.34
5008.29
5055.49
5045.21
5704.66
4331.2
5479.77
5242.21
5302.25
3444.5
4274.1
4773.81
4580.54
4306.36
4370.95
5293.92
3987.7
4483.83
4598.19
4906.71
4947.8
4650.97
5402.75
5312.75
5475.55
4965.99
5035.48
5047.3
5374.96
4345.21
6458.88
4873.05
5239.5
3302.77
4148.66
4192.23
4181.38
4538.8
4829.63
4621.74
4823.33
3727.97
4955.36
4687.03
4955.7
4942.5
5264.83
5338.66
5416.11
4796.31
5081.42
5010.99
5312.68
4228.04
5782.27
4946.37
5250.06
3502.71
4498.28
5115.41
4599.57
4753.43
4758.92
4762.27
5617.68
4371.4
3481.33
4530.03
4921.11
4982.5
5501.52
5332.75
5428.46
4881.35
5083.62
5084.91
5231.71
4803.75
5411.05
4982.8
5857.17
3626.36
4138.97
4414.46
4512.78
4587.37
3801.19
4845.29
4293.92
4508.06
4914.05
4549.98
4550.63
5080.51
5327.48
5215.24
5423.91
4984.39
5045.2
5128.12
5295.88
4132.14
5566.33
5069.74
5156.84
2815.1
4326.42
4150.3
4324.89
4282.7
5236.04
4584.42
5511.72
4518.85
4463.46
4749.55
5190.23
4970.23
5416.68
5286.19
5700.3
5050.3
4927.05
5313.5
5210.52
4958.24
5365.77
5047.08
5275.19
3973.31
4035.59
4850.88
4922.96
4448.56
3925.82
4648.89
4684.58
4493.67
4624.57
4531.74
5266.72
5019.11
5184.82
5334.42
5426.89
4761.39
4872.6
5148.49
5373.93
4933.91
5243.77
4994.72
5193.14
2861.27
4312.84
5000.37
4751.69
4335.62
4986.32
4850.49
5442.47
4485.66
4543.37
4666.24
5294.84
4683.43
5191.53
5279.92
5435.44
5315.32
5264.83
5295.22
5329.44
5093.64
4849.18
5415.19
5203.4
3523.63
4432.34
4132.08
4429.32
3028.15
3501.42
3987.94
4863.94
3248.76
3628.22
4052.34
4047.24
3521.42
4421.49
4306.84
4360.01
3839.14
4508.95
4178.78
4226.83
3311.83
3854.06
4235.08
4751.92
3493.95
5151.07
4866.45
4245.04
3993.95
4205.16
4239.84
3823.21
3310.37
4888.99
3923.65
4129.31
3441.36
4130.46
4449.41
4406.46
3125.37
4165.68
4266.56
5040.84
3613.35
3975.32
4290.39
4062.76
3600.75
3856.34
4233.92
4312.18
3078.2
3625.08
4213.72
4203.83
3242.3
4833.76
4265.43
4510.63
3836.16
4460.29
4227.45
3931.13
3416.05
3913.97
4162.09
4095.44
3291.86
3745.25
4132.23
4328.23
3517.26
4201.9
4358.81
4568.47
3152.09
3375.28
3622.52
4274.65
3291.71
4746.99
3756.63
3982.06
3941.73
4136.23
4201.59
4278.84
4054.65
4803.53
4249.81
4984.86
2830.44
3638.38
3582.35
4181.54
3647.63
4619.76
4445.45
4615.15
3147.17
3811.56
4736.24
4363.1
3206.89
4948.25
4109.27
4332.57
3667.59
4209.87
4930.36
4306.03
3765.46
4124.54
4399.03
4266.86
4429.78
3627.3
4663.06
4446.57
3475.85
3676.66
4312.8
4234.22
2949.94
3610.61
3763.36
3737.96
3129.93
3392.71
3915.74
3644.72
2952.25
4002.46
3936.86
4471.43
3916.77
4237.68
3979.61
4716.66
2834.93
6214.9
4495.48
3769.34
3457.11
4614.78
4552.98
4513.61
4037.56
3617.64
4016.65
4931.03
3395.45
3619.52
4052.13
4233.07
3750.71
4273.28
4466.85
4221.32
3791.35
4435.86
4033.86
4478.97
3600.98
4289.71
4118.42
4627.46
3956.51
4220.02
4091.26
4212.37
3043.57
3705.16
4727.82
3721.71
3842.41
3975.08
3590.68
3772.04
3289.66
3798.8
4511.74
4606.5
3860.43
4272.92
4224.08
4149.4
3122.58
4260.74
3942.44
4094.76
3368.67
4076.01
5036.58
5019.26
3140.36
3339.2
4679.21
4062.49
3236.94
3573.06
4070.69
4291.7
4051.61
4247.89
3816.28
4653.79
3638.47
3849.19
4155.88
4424.3
3649.77
4258.91
4694.35
4538.9
3642.55
4146.25
4132.87
4250.71
3093.73
4424.87
3419.6
3767.11
3210.16
3705.24
4007.1
3858.09
3375.65
4243.69
4057.49
3811.25
3643.39
4317.03
4000.04
4550.0
3479.07
3932.89
3523.44
4352.29
3382.87
4458.19
4533.81
4137.99
2919.83
3673.75
4642.4
4289.61
3322.51
3906.53
3954.24
3735.21
3847.81
3916.21
4640.1
4184.34
3717.99
4015.78
4233.83
3674.13
3623.6
6262.72
4979.88
4096.41
3676.47
3385.64
4571.5
4199.76
3975.39
3277.2
3545.87
4357.18
3212.36
3578.28
3661.58
4101.03
3621.55
5724.66
4196.94
4614.01
3517.74
4598.08
3708.38
3968.82
3499.21
4393.0
4295.24
4157.5
4345.25
5211.34
3997.6
4440.98
3127.13
3398.31
4696.2
4159.77
3248.7
3696.33
4160.94
4245.86
3699.33
4555.92
4399.07
5649.46
4476.96
3909.28
4167.64
4179.46
2983.68
3871.26
4787.93
4327.94
4008.53
4009.9
4579.39
4375.51
2929.95
3652.5
4131.6
4213.7
3296.13
4408.07
4044.95
4434.39
3804.66
4147.83
4385.73
4559.27
3915.48
4150.7
3966.76
4418.28
3886.94
4311.32
4114.48
4709.72
2830.39
4234.51
4220.55
4247.8
3967.61
3637.33
3621.73
4016.62
3142.36
3617.18
4038.09
4243.14
3549.38
4281.64
4369.99
4331.06
3541.17
4319.67
4509.14
3945.43
3282.62
4115.34
4959.75
4556.44
4678.52
4294.72
4574.02
4304.76
3092.04
3266.36
4664.65
4698.8
3324.44
3646.41
4054.55
4252.96
3623.47
4283.43
4191.72
4226.36
3490.15
4125.14
4472.82
4161.27
3586.81
3749.63
4189.41
3650.54
2857.94
4113.26
4449.17
4165.07
3828.34
4545.82
3734.94
3923.18
3245.28
4107.5
3785.95
4174.78
3693.51
4425.47
4861.99
4258.48
3624.79
4229.18
4515.27
4124.96
3449.09
5749.1
5693.7
4567.4
3616.25
4949.31
4760.24
4143.5
3039.74
3634.39
3741.61
4648.94
3242.8
3840.96
4107.52
4174.23
3458.22
4120.03
3779.76
4105.3
4170.82
4826.28
4412.79
4255.26
4275.22
4561.63
4026.07
4285.39
3498.7
4200.61
4259.33
4198.54
3051.64
3736.32
4132.89
4255.55
3051.08
3841.7
3693.2
4154.68
3399.53
4794.79
4219.57
4155.51
3642.48
4008.38
4716.97
4346.14
3669.01
3659.4
5371.26
4332.97
3772.5
4101.27
4242.61
4182.07
3910.04
4209.19
4062.54
4431.55
3394.96
3878.34
4101.75
3998.15
3774.72
4481.39
3620.93
5192.98
3557.29
4272.28
4140.86
4521.43
4501.03
4566.9
3951.53
4480.24
2815.63
4248.53
4420.12
4600.18
3106.89
3779.28
4076.86
5073.84
3846.95
3857.49
3818.05
4088.29
3586.81
3948.16
5054.53
3917.98
3940.67
4176.82
4233.0
4364.58
3819.69
3984.98
3828.29
4147.0
3683.6
3906.99
4335.81
5009.55
3038.96
3422.19
3668.29
3873.68
3331.08
3403.54
4044.47
4172.23
3682.23
4472.07
4773.1
5054.15
3982.5
4655.02
3953.01
4259.28
3485.19
4609.63
4261.56
4063.67
4286.16
4518.5
4862.16
4121.91
3469.13
3508.41
4756.96
5085.9
3317.37
3860.08
3905.95
4213.8
3369.42
3693.79
4203.64
4425.94
3818.03
3700.76
4470.18
4215.53
3838.48
4245.81
4098.11
5176.9
2862.55
3765.14
3775.65
4814.95
3118.04
4399.45
3751.48
4365.68
3372.06
3772.35
4014.28
4163.6
