noDYN-Consumption
5260.37
5026.94
4066.17
4212.2
4905.25
4931.01
3758.82
4074.12
5084.43
6669.58
4322.65
4536.99
4907.69
5122.7
5333.07
4383.9
4980.08
5019.4
5088.27
4159.17
4259.52
4558.94
5111.65
4232.42
4825.33
4966.23
4447.97
4370.67
5057.8
4963.39
3453.12
4074.45
5307.65
5081.44
4228.91
4409.93
5626.69
5657.23
4946.06
4385.24
4966.74
5180.09
4512.11
3763.2
3988.96
4000.15
4981.3
4247.08
4194.92
5683.15
4429.61
4318.35
4807.03
4847.04
3392.38
4097.3
5821.27
5361.34
4181.17
4353.12
5045.21
5704.66
4713.32
3984.73
5242.21
5302.25
4058.96
4352.87
4773.81
4580.54
4656.12
4226.52
5293.92
3987.7
4365.88
4179.97
4906.71
4947.8
3786.61
3866.31
5312.75
5475.55
4285.74
4155.96
5047.3
5374.96
4624.81
4091.12
4873.05
5239.5
4367.02
4332.65
4192.23
4181.38
4001.74
4191.88
4621.74
4823.33
4436.2
4182.65
4687.03
4955.7
3962.51
4387.17
5338.66
5416.11
4337.17
4445.39
5010.99
5312.68
4618.98
4075.0
4946.37
5250.06
4090.98
4366.67
5115.41
4599.57
3814.26
4040.01
4762.27
5617.68
4015.6
4023.24
4530.03
4921.11
3952.94
4363.32
5332.75
5428.46
4333.39
4462.53
5084.91
5231.71
4076.02
3934.52
4982.8
5857.17
4295.61
4168.8
4414.46
4512.78
4003.89
3916.68
4845.29
4293.92
4334.88
4397.4
4549.98
4550.63
3959.39
3825.89
5215.24
5423.91
4192.18
4458.71
5128.12
5295.88
4178.1
3810.23
5069.74
5156.84
4190.51
4205.74
4150.3
4324.89
4016.48
2752.24
4584.42
5511.72
4140.46
4430.69
4749.55
5190.23
4029.97
4384.0
5286.19
5700.3
4146.26
4458.92
5313.5
5210.52
4169.64
4019.11
5047.08
5275.19
4143.65
3592.54
4850.88
4922.96
4038.33
2749.21
4648.89
4684.58
4316.96
4376.28
4531.74
5266.72
4121.37
4433.4
5334.42
5426.89
4210.94
4449.31
5148.49
5373.93
4193.19
4014.98
4994.72
5193.14
3599.82
4143.69
5000.37
4751.69
4049.29
2747.74
4850.49
5442.47
4562.13
4367.64
4666.24
5294.84
4066.0
4066.75
5279.92
5435.44
4334.68
4391.23
5295.22
5329.44
4226.11
4019.51
5415.19
5203.4
4118.64
4145.71
4132.08
4429.32
3810.48
2748.08
3987.94
4863.94
3578.11
3655.52
4052.34
4047.24
2764.25
2762.94
4306.84
4360.01
2736.66
2751.65
4178.78
4226.83
2785.17
2748.0
4235.08
4751.92
2733.68
2754.42
4866.45
4245.04
2770.68
2753.01
4239.84
3823.21
3602.84
3613.05
3923.65
4129.31
2754.06
2752.1
4449.41
4406.46
2754.78
2750.66
4266.56
5040.84
2752.17
2748.33
4290.39
4062.76
2754.29
2751.76
4233.92
4312.18
2753.36
2752.82
4213.72
4203.83
2802.47
3629.82
4265.43
4510.63
2753.92
2751.39
4227.45
3931.13
2755.52
2749.37
4162.09
4095.44
2752.32
2748.39
4132.23
4328.23
2754.48
2752.28
4358.81
4568.47
2754.65
2752.95
3622.52
4274.65
3567.8
3632.93
3756.63
3982.06
2754.62
2751.49
4201.59
4278.84
2751.82
2749.36
4249.81
4984.86
2750.34
2749.93
3582.35
4181.54
2754.42
2752.18
4445.45
4615.15
2752.27
2753.14
4736.24
4363.1
3607.58
3610.37
4109.27
4332.57
2752.51
2751.39
4930.36
4306.03
2748.12
2747.86
4399.03
4266.86
2750.15
2750.92
4663.06
4446.57
2753.8
2752.8
4312.8
4234.22
2752.32
2764.46
3763.36
3737.96
2797.71
3632.24
3915.74
3644.72
2751.75
2750.59
3936.86
4471.43
2747.13
2748.33
3979.61
4716.66
2751.05
2751.0
4495.48
3769.34
2753.6
2752.26
4552.98
4513.61
2749.57
2749.88
4016.65
4931.03
3583.43
2761.06
4052.13
4233.07
2750.98
2749.7
4466.85
4221.32
2747.16
2748.86
4033.86
4478.97
2751.86
2752.19
4118.42
4627.46
2751.69
2752.27
4091.26
4212.37
2747.99
2748.67
4727.82
3721.71
3617.69
3620.28
3590.68
3772.04
2749.88
2748.98
4511.74
4606.5
2747.48
2749.05
4224.08
4149.4
2752.93
2752.28
3942.44
4094.76
2751.61
2751.27
5036.58
5019.26
2747.81
2748.58
4679.21
4062.49
3611.04
3623.78
4070.69
4291.7
2749.04
2748.27
3816.28
4653.79
2747.9
2749.71
4155.88
4424.3
2752.46
2752.34
4694.35
4538.9
2750.37
2749.46
4132.87
4250.71
2747.92
2747.95
3419.6
3767.11
3611.85
2794.15
4007.1
3858.09
2747.78
2747.03
4057.49
3811.25
2761.28
2748.56
4000.04
4550.0
2751.95
2753.19
3523.44
4352.29
3560.05
2747.52
4533.81
4137.99
2747.83
2746.83
4642.4
4289.61
3612.77
3614.03
3954.24
3735.21
2747.99
2748.16
4640.1
4184.34
2748.36
2749.21
4233.83
3674.13
2752.36
2752.32
4979.88
4096.41
2758.51
2748.78
4571.5
4199.76
2747.79
2746.48
3545.87
4357.18
3616.84
3614.56
3661.58
4101.03
2746.81
2748.16
4196.94
4614.01
2751.37
2751.31
3708.38
3968.82
2752.3
2754.14
4295.24
4157.5
2750.2
2747.62
3997.6
4440.98
2748.1
2747.43
4696.2
4159.77
3567.64
3593.03
4160.94
4245.86
2748.42
2747.62
4399.07
5649.46
2751.29
2751.72
4167.64
4179.46
2751.97
2753.74
4787.93
4327.94
2716.9
2746.53
4579.39
4375.51
2749.24
2748.66
4131.6
4213.7
3608.4
3639.78
4044.95
4434.39
2749.47
2747.74
4385.73
4559.27
2751.57
2755.41
3966.76
4418.28
2752.85
2753.37
4114.48
4709.72
2748.27
2746.98
4220.55
4247.8
2750.24
2749.91
3621.73
4016.62
3618.84
3627.85
4038.09
4243.14
2749.74
2750.33
4369.99
4331.06
2754.04
2752.54
4509.14
3945.43
2752.26
2750.85
4959.75
4556.44
2747.68
2749.2
4574.02
4304.76
2751.16
2750.22
4664.65
4698.8
3619.69
3621.0
4054.55
4252.96
2751.17
2751.94
4191.72
4226.36
2753.28
2752.0
4472.82
4161.27
2752.82
2749.2
4189.41
3650.54
2748.59
2749.64
4449.17
4165.07
2750.99
2751.33
3734.94
3923.18
3627.69
3584.03
3785.95
4174.78
2751.41
2753.6
4861.99
4258.48
2752.9
2752.32
4515.27
4124.96
2750.88
2749.42
5693.7
4567.4
2750.56
2748.33
4760.24
4143.5
2753.44
2751.28
3741.61
4648.94
3605.59
3614.15
4107.52
4174.23
2749.76
2752.34
3779.76
4105.3
2752.09
2751.31
4412.79
4255.26
2750.26
2749.19
4026.07
4285.39
2751.01
2750.46
4259.33
4198.54
2753.7
2751.46
4132.89
4255.55
