False-User_time
5030.0
6215.0
1475.0
4518.0
6234.0
983.0
6429.0
7139.0
1359.0
5202.0
6035.0
910.0
6195.0
6936.0
1365.0
5191.0
6487.0
933.0
5035.0
6154.0
1442.0
4246.0
5965.0
978.0
6567.0
7036.0
1344.0
5044.0
6305.0
927.0
6195.0
6846.0
1365.0
5061.0
6431.0
926.0
5027.0
6541.0
1429.0
4265.0
6097.0
991.0
6414.0
6950.0
1349.0
4826.0
6162.0
909.0
6143.0
6719.0
1346.0
5095.0
6828.0
927.0
4993.0
6428.0
1420.0
4139.0
6180.0
986.0
6470.0
6974.0
1357.0
4710.0
6324.0
918.0
6115.0
7045.0
1375.0
5181.0
6396.0
930.0
5045.0
6220.0
1437.0
4147.0
6113.0
983.0
6326.0
6697.0
1352.0
4999.0
5951.0
920.0
6122.0
7100.0
1353.0
5035.0
6558.0
937.0
5051.0
6594.0
1426.0
4255.0
6094.0
984.0
6456.0
7045.0
1356.0
4763.0
6283.0
927.0
6081.0
7028.0
1361.0
5117.0
6598.0
940.0
4978.0
6290.0
1435.0
4173.0
6410.0
986.0
6301.0
7332.0
1370.0
4835.0
6023.0
921.0
6225.0
7084.0
1370.0
5340.0
6339.0
929.0
4854.0
6310.0
1430.0
4336.0
6108.0
998.0
6430.0
6899.0
1360.0
4917.0
5996.0
914.0
6202.0
6830.0
1357.0
5076.0
6461.0
937.0
4930.0
6484.0
1442.0
4122.0
6043.0
988.0
6517.0
7133.0
1356.0
4747.0
6110.0
921.0
6282.0
6815.0
1365.0
5371.0
6469.0
929.0
5057.0
6440.0
1422.0
4426.0
6036.0
982.0
6485.0
7134.0
1355.0
4744.0
6187.0
917.0
6324.0
7089.0
1358.0
4948.0
6348.0
940.0
