noDYN-User_time
10716.0
6215.0
2656.0
1475.0
10648.0
6234.0
2231.0
983.0
18916.0
7139.0
3804.0
1359.0
18585.0
6035.0
3352.0
910.0
23025.0
6936.0
4845.0
1365.0
22274.0
6487.0
4381.0
933.0
10721.0
6154.0
2638.0
1442.0
10725.0
5965.0
2233.0
978.0
18641.0
7036.0
3798.0
1344.0
18425.0
6305.0
3343.0
927.0
23007.0
6846.0
4853.0
1365.0
22289.0
6431.0
4386.0
926.0
11208.0
6541.0
2656.0
1429.0
10390.0
6097.0
2232.0
991.0
18618.0
6950.0
3800.0
1349.0
18427.0
6162.0
3356.0
909.0
23349.0
6719.0
4845.0
1346.0
22167.0
6828.0
4383.0
927.0
10880.0
6428.0
2659.0
1420.0
10541.0
6180.0
2258.0
986.0
18915.0
6974.0
3795.0
1357.0
18211.0
6324.0
3344.0
918.0
22842.0
7045.0
4868.0
1375.0
22495.0
6396.0
4381.0
930.0
10720.0
6220.0
2649.0
1437.0
10698.0
6113.0
2244.0
983.0
18615.0
6697.0
3797.0
1352.0
18425.0
5951.0
3354.0
920.0
22828.0
7100.0
4855.0
1353.0
22448.0
6558.0
4381.0
937.0
10750.0
6594.0
2652.0
1426.0
10454.0
6094.0
2244.0
984.0
18570.0
7045.0
3805.0
1356.0
18290.0
6283.0
3352.0
927.0
22914.0
7028.0
4849.0
1361.0
22383.0
6598.0
4383.0
940.0
11021.0
6290.0
2645.0
1435.0
10650.0
6410.0
2233.0
986.0
18941.0
7332.0
3806.0
1370.0
18511.0
6023.0
3349.0
921.0
23160.0
7084.0
4864.0
1370.0
22328.0
6339.0
4378.0
929.0
10538.0
6310.0
2651.0
1430.0
10426.0
6108.0
2241.0
998.0
18730.0
6899.0
3777.0
1360.0
18359.0
5996.0
3359.0
914.0
23139.0
6830.0
4844.0
1357.0
22277.0
6461.0
4376.0
937.0
11067.0
6484.0
2647.0
1442.0
10534.0
6043.0
2236.0
988.0
18702.0
7133.0
3817.0
1356.0
18360.0
6110.0
