FFTW-Real_time
701.0
366.0
759.0
397.0
2660.0
1478.0
1102.0
414.0
1270.0
458.0
3808.0
1362.0
1455.0
399.0
1601.0
445.0
4848.0
1368.0
689.0
367.0
755.0
393.0
2640.0
1445.0
1092.0
423.0
1252.0
451.0
3801.0
1347.0
1461.0
399.0
1600.0
439.0
4857.0
1368.0
709.0
366.0
789.0
417.0
2659.0
1432.0
1099.0
413.0
1250.0
446.0
3804.0
1351.0
1465.0
395.0
1621.0
431.0
4849.0
1349.0
718.0
364.0
768.0
410.0
2662.0
1423.0
1080.0
416.0
1270.0
447.0
3799.0
1361.0
1456.0
394.0
1589.0
452.0
4872.0
1379.0
700.0
367.0
757.0
397.0
2652.0
1440.0
1097.0
407.0
1250.0
430.0
3802.0
1355.0
1456.0
394.0
1589.0
455.0
4859.0
1356.0
708.0
367.0
758.0
420.0
2655.0
1429.0
1097.0
416.0
1247.0
452.0
3808.0
1359.0
1459.0
391.0
1594.0
450.0
4853.0
1364.0
702.0
363.0
773.0
401.0
2649.0
1438.0
1090.0
406.0
1271.0
470.0
3809.0
1373.0
1462.0
401.0
1610.0
455.0
4868.0
1373.0
697.0
355.0
743.0
403.0
2654.0
1432.0
1100.0
414.0
1257.0
442.0
3782.0
1363.0
1465.0
399.0
1608.0
438.0
4848.0
1360.0
699.0
359.0
778.0
413.0
2650.0
1445.0
1095.0
419.0
1255.0
458.0
3820.0
1359.0
1463.0
405.0
1588.0
437.0
4882.0
1368.0
712.0
367.0
770.0
410.0
2665.0
1424.0
1089.0
417.0
1260.0
457.0
3799.0
1358.0
1455.0
407.0
1595.0
454.0
4856.0
1361.0
705.0
362.0
760.0
413.0
2612.0
1405.0
1100.0
417.0
1268.0
458.0
3758.0
1329.0
1471.0
405.0
1597.0
437.0
4798.0
1332.0
701.0
364.0
773.0
386.0
2715.0
1423.0
1092.0
411.0
1261.0
461.0
3753.0
1342.0
1456.0
405.0
1596.0
438.0
4782.0
1336.0
692.0
372.0
759.0
428.0
2744.0
1410.0
1101.0
414.0
1250.0
452.0
3746.0
1327.0
1460.0
403.0
1587.0
445.0
4785.0
1324.0
710.0
358.0
776.0
423.0
2638.0
1402.0
1091.0
410.0
1249.0
435.0
3770.0
1336.0
1465.0
392.0
1607.0
445.0
4797.0
1345.0
688.0
356.0
755.0
407.0
2764.0
1405.0
1096.0
411.0
1258.0
432.0
3744.0
1328.0
1469.0
394.0
1606.0
450.0
4783.0
1338.0
684.0
376.0
764.0
393.0
2716.0
1403.0
1094.0
417.0
1248.0
443.0
3751.0
1340.0
1459.0
408.0
1611.0
440.0
4793.0
