Debug-Consumption
4778.59
6064.86
4156.76
5613.25
5595.26
4811.22
5492.24
6242.46
5365.3
5943.72
6384.81
4725.33
6194.17
6569.0
5515.74
5838.63
6212.05
5145.48
4787.03
5833.2
4154.31
5859.96
5723.51
4650.8
6133.24
6317.91
4931.99
5041.52
6404.04
4622.89
6005.42
6369.17
5254.7
5952.57
6099.21
4452.21
4778.53
6317.8
4126.9
5996.61
6300.24
4451.79
5905.85
6380.58
4824.1
6097.73
6356.2
4486.03
5473.48
6492.52
5256.28
5707.28
5450.02
4425.82
4577.33
6147.38
4292.9
5928.55
6222.85
4697.21
6250.61
6326.09
3766.66
6009.48
6372.76
4457.05
5930.46
6523.49
5255.11
5991.65
6281.0
4508.53
4717.56
6014.8
4324.71
5746.45
6188.63
4911.82
6057.65
6666.21
3955.03
6083.79
6386.76
4638.94
6165.24
6426.77
4913.7
5751.82
6132.65
4425.75
4405.79
5843.64
4266.21
5984.42
6236.62
4876.51
5823.12
6607.49
4403.25
6409.8
6245.49
4678.24
5929.0
6231.04
4748.11
5880.15
6087.97
4452.87
4841.27
5817.89
3907.96
6113.87
6231.8
4592.98
5585.69
6627.07
4406.27
5982.65
6377.15
4705.68
5544.9
6101.09
4527.4
5615.4
6212.05
4449.48
4550.64
6155.3
4186.56
6094.35
6224.0
4403.2
5350.76
6716.45
4402.18
5880.9
6484.09
4661.4
5786.04
6284.15
4463.99
5771.58
6212.05
4438.96
4558.61
5890.66
5241.25
6046.73
6205.91
4537.24
6027.26
6653.47
4372.93
6397.12
6463.95
4383.08
5789.93
6334.72
4557.45
5638.3
6212.05
4425.08
4668.51
5402.52
4229.49
5901.96
6099.4
4495.86
6055.97
6354.53
4591.89
6457.26
6318.9
4812.11
5841.64
6210.45
4776.97
5397.67
6212.05
4549.81
3005.8
3916.53
2715.74
3348.4
3594.51
2811.11
3369.85
3744.09
2763.1
4354.38
4505.22
2765.54
2786.67
4402.1
3523.99
4763.94
5330.43
2792.27
2966.68
3449.18
2717.8
3047.98
3690.73
2721.64
3377.0
4852.31
2721.17
3485.22
3932.12
2722.4
3262.61
3877.77
3589.04
4013.42
5232.4
2760.68
2924.68
3708.29
2718.9
3100.87
3656.16
2719.92
3386.54
3828.87
2720.67
3302.9
4096.18
2720.76
3354.57
4362.72
3588.56
3875.77
5689.35
2760.37
3025.58
4086.23
2719.62
3008.29
3538.02
2718.93
3247.99
4017.48
2719.94
4048.99
4523.0
2720.65
3476.09
4161.13
3582.64
4173.57
5281.52
3552.94
3009.52
3510.28
2718.93
3001.01
3800.95
2719.03
3293.36
4696.18
2719.46
3423.19
4426.87
2722.05
3392.17
4189.2
3604.08
3742.35
5435.33
2849.84
2948.23
4463.08
2719.73
3050.41
3669.72
2719.58
3400.55
3891.98
2718.29
3441.08
3861.74
2722.62
3322.2
4496.24
3585.1
5218.01
5614.98
2758.48
3020.68
3545.14
2720.17
3069.52
3694.02
2718.53
3226.47
4295.09
2718.48
3386.52
4199.08
2722.68
3300.13
4658.6
3594.26
4226.12
5495.2
2757.59
2955.03
4423.98
2720.9
3792.7
3661.18
2718.35
3525.51
3783.19
2717.58
3728.34
3944.45
2723.66
4273.96
4527.57
3596.43
4312.22
5588.47
2756.92
2959.54
3618.44
2719.49
2981.29
3658.51
2718.7
3247.0
4539.09
2718.22
3542.31
3826.8
2723.36
2884.93
4009.52
3590.1
4064.07
4877.38
2755.06
3222.29
3805.91
2721.85
3001.98
3727.36
2718.79
3593.55
4475.91
2718.11
3608.79
4505.78
2723.76
3313.01
4386.15
3589.6
4664.04
5636.44
2754.06
2978.06
4666.77
2720.57
3057.71
3398.88
2719.24
3414.22
4231.77
2717.53
3261.15
4569.87
2723.05
3556.8
4047.69
3589.25
4417.64
5497.27
2754.76
2964.29
4986.97
2721.23
3151.49
3800.22
2719.11
3559.78
3909.74
2717.8
4090.08
3797.57
2723.08
2802.09
4402.89
3606.58
4141.24
5333.25
2753.71
2917.7
4496.85
2721.78
3015.95
3640.0
2718.48
3787.57
4320.02
2717.23
3620.09
4114.35
2722.81
3573.03
3691.58
2840.28
4440.29
5243.99
2754.08
2915.0
4685.36
2721.74
3075.9
3576.84
2718.9
4296.71
4184.97
2717.53
3784.92
4436.33
2721.62
3188.27
5235.58
3523.1
4966.78
5814.48
2754.25
3765.45
4958.4
2720.88
3018.32
3453.75
2718.89
2781.11
4031.11
2717.76
3876.52
4153.12
2721.05
3235.63
4342.36
2832.62
4577.93
5702.77
2753.68
2979.63
4809.33
2720.63
2967.2
3776.23
2719.68
2860.84
4231.9
2718.01
3827.08
4506.99
2721.18
3241.85
3887.61
3525.18
4520.79
5207.09
2753.37
3007.87
4702.74
2720.71
3085.73
3511.18
2720.45
3181.42
4443.38
2719.55
3263.28
4432.94
2720.69
2807.37
4239.13
3603.18
4482.62
5549.52
2754.2
3764.83
4781.43
2720.53
3096.02
3659.26
2720.31
3636.45
3809.87
2718.14
3714.13
4711.84
2720.39
3072.16
3834.55
3565.73
3884.69
5335.21
2753.32
2905.91
4815.83
2718.5
3622.01
3703.6
2721.01
3375.46
4451.01
2717.78
3584.34
4129.12
2720.58
3570.19
4335.81
3594.99
4453.06
5795.94
2755.26
3791.94
4559.28
2718.94
3159.57
3519.81
2721.59
3733.46
4093.99
2718.56
3162.93
3870.77
2720.5
3339.33
4073.72
3560.83
3717.44
5457.36
2753.82
2882.9
5267.09
2719.21
2977.37
4073.63
2722.02
3907.76
5061.39
2719.71
3955.47
4195.25
2720.08
3407.15
4445.92
3589.8
5188.63
5321.97
2753.77
3513.15
4619.07
2718.79
3092.64
3563.67
2721.73
3323.02
4448.52
2719.93
3472.69
3950.01
2722.67
