MKL-Real_time
1017.0
1014.0
1183.0
1199.0
3511.0
3499.0
1063.0
703.0
1274.0
876.0
3851.0
2740.0
1425.0
589.0
1618.0
741.0
4541.0
2328.0
1016.0
1029.0
1197.0
1176.0
3509.0
3510.0
1057.0
712.0
1267.0
882.0
3852.0
2735.0
1419.0
593.0
1594.0
716.0
4540.0
2328.0
998.0
1020.0
1196.0
1185.0
3514.0
3514.0
1060.0
693.0
1275.0
910.0
3861.0
2758.0
1422.0
583.0
1603.0
719.0
4553.0
2326.0
1005.0
1024.0
1192.0
1192.0
3510.0
3498.0
1064.0
710.0
1270.0
902.0
3850.0
2738.0
1421.0
587.0
1601.0
742.0
4529.0
2331.0
995.0
996.0
1184.0
1203.0
3511.0
3503.0
1063.0
688.0
1273.0
867.0
3856.0
2742.0
1416.0
579.0
1608.0
722.0
4539.0
2393.0
1008.0
1012.0
1189.0
1197.0
3509.0
3510.0
1065.0
695.0
1273.0
893.0
3851.0
2737.0
1427.0
590.0
1594.0
740.0
4534.0
2392.0
1014.0
1015.0
1180.0
1189.0
3501.0
3505.0
1058.0
701.0
1266.0
880.0
3854.0
2738.0
1424.0
580.0
1601.0
750.0
4534.0
2444.0
1028.0
1012.0
1197.0
1199.0
3504.0
3507.0
1058.0
703.0
1276.0
865.0
3855.0
2742.0
1430.0
581.0
1614.0
739.0
4530.0
2426.0
1011.0
1021.0
1191.0
1183.0
3500.0
3514.0
1053.0
697.0
1279.0
883.0
3856.0
2748.0
1426.0
587.0
1599.0
737.0
4537.0
2394.0
1008.0
1019.0
1167.0
1191.0
3506.0
3504.0
1053.0
704.0
1257.0
863.0
3857.0
2746.0
1428.0
594.0
1601.0
720.0
4541.0
2425.0
1010.0
997.0
1183.0
1183.0
3508.0
3510.0
1055.0
708.0
1256.0
879.0
3840.0
2730.0
1418.0
588.0
1596.0
712.0
4578.0
2346.0
1007.0
1001.0
1178.0
1199.0
3510.0
3502.0
1064.0
696.0
1258.0
871.0
3842.0
2739.0
1429.0
588.0
1597.0
719.0
4566.0
2356.0
997.0
1008.0
1181.0
1192.0
3520.0
3495.0
1051.0
707.0
1264.0
879.0
3847.0
2739.0
1422.0
583.0
1583.0
732.0
4571.0
2355.0
1013.0
1016.0
1194.0
1195.0
3500.0
3504.0
1058.0
705.0
1260.0
876.0
3864.0
2751.0
1424.0
592.0
1583.0
733.0
4570.0
2344.0
1013.0
1030.0
1196.0
1186.0
3517.0
3503.0
1055.0
698.0
1266.0
876.0
3883.0
2739.0
1418.0
584.0
1602.0
734.0
4579.0
2346.0
1001.0
1032.0
1192.0
1166.0
3509.0
3525.0
1056.0
697.0
1265.0
874.0
3885.0
2740.0
1423.0
583.0
1601.0
722.0
4572.0
2352.0
1005.0
1010.0
1206.0
1192.0
3499.0
3532.0
1060.0
689.0
1265.0
866.0
3909.0
2733.0
1420.0
586.0
1600.0
735.0
4570.0
2348.0
1015.0
1006.0
1179.0
1185.0
3499.0
3500.0
1054.0
696.0
1266.0
875.0
3845.0
2738.0
1407.0
594.0
1605.0
736.0
4573.0
2352.0
1012.0
1016.0
1193.0
1194.0
3502.0
3504.0
1069.0
699.0
1267.0
878.0
3891.0
2735.0
1417.0
581.0
1591.0
738.0
4583.0
2342.0
1011.0
1016.0
1205.0
1171.0
3500.0
3498.0
1058.0
702.0
1254.0
868.0
3839.0
2735.0
1426.0
597.0
1603.0
714.0
4581.0
2345.0
991.0
999.0
1182.0
1179.0
3498.0
3518.0
1060.0
695.0
1254.0
872.0
3852.0
2758.0
1427.0
578.0
1594.0
736.0
4578.0
2341.0
1013.0
1007.0
1189.0
1191.0
3497.0
3497.0
1064.0
703.0
1259.0
870.0
3851.0
2735.0
1412.0
583.0
1599.0
741.0
4587.0
2352.0
1017.0
1002.0
1187.0
1177.0
3505.0
3496.0
1057.0
699.0
1253.0
881.0
3845.0
2732.0
1412.0
586.0
1595.0
728.0
4579.0
2347.0
1009.0
1004.0
1195.0
1183.0
3511.0
3516.0
1062.0
694.0
1259.0
886.0
3836.0
2736.0
1421.0
594.0
1596.0
716.0
4591.0
2359.0
1010.0
1015.0
1189.0
1196.0
3497.0
3509.0
1048.0
698.0
1273.0
887.0
3840.0
2730.0
1416.0
600.0
1588.0
714.0
4568.0
2352.0
998.0
1013.0
1196.0
1188.0
3499.0
3514.0
1059.0
705.0
1262.0
870.0
3848.0
2735.0
1420.0
589.0
1589.0
723.0
4577.0
2344.0
1017.0
1014.0
1182.0
1186.0
3501.0
3502.0
1058.0
697.0
1263.0
888.0
3842.0
2732.0
1423.0
583.0
1590.0
733.0
4571.0
2356.0
1008.0
1008.0
1183.0
1192.0
3500.0
3513.0
1050.0
705.0
1258.0
869.0
3841.0
2742.0
