noDebug-Consumption
4849.76
6235.44
4545.78
5852.36
5471.35
4573.95
6330.7
5712.83
5414.89
6596.1
5832.04
5717.91
6203.31
6104.88
4766.68
6371.5
6279.95
5183.9
5292.84
5655.34
4446.65
5915.11
5715.96
5158.56
6356.85
5758.08
5028.82
6532.2
5610.7
5669.3
6187.79
5913.72
5280.9
6448.49
6279.95
5393.12
5186.94
5146.57
4186.92
5891.67
5649.62
5183.77
6594.31
5849.9
4905.04
6449.65
5818.72
5469.86
6172.48
5750.74
5397.14
6461.69
6279.95
5627.0
5391.32
4808.03
4323.21
6120.74
5753.51
5187.66
6174.03
5573.44
5124.97
5723.33
5984.38
5376.36
6292.52
5785.5
4915.77
6171.84
6279.95
5165.23
5257.5
5198.35
4798.12
5984.01
5688.56
5221.29
6428.17
5601.68
4900.83
6410.44
5576.45
5305.15
6275.65
5642.75
5088.82
5798.16
6279.95
5254.24
5139.73
5282.57
4648.39
6001.54
5723.7
5151.94
6275.88
5808.32
5376.14
6586.36
5703.05
5270.27
6202.43
5742.0
4979.55
6250.59
6279.95
5089.28
5466.09
5181.64
4236.03
6026.91
5703.03
4379.32
6109.12
5444.02
5727.62
6408.86
5787.92
5280.42
6230.79
6102.77
4987.13
6472.61
6279.95
5028.39
5377.05
6194.93
4586.7
5955.34
5698.71
4946.48
6298.34
5657.54
5222.72
6394.88
5741.61
5414.75
6535.07
5505.53
4484.49
6465.7
6279.95
5252.89
5516.15
4915.63
4527.83
5938.71
5750.69
4900.59
6483.01
5596.02
5320.16
6425.34
5720.65
5181.51
6285.83
5538.6
4799.23
6470.91
6279.95
5315.89
5385.71
5693.75
4532.96
5894.84
5721.42
4876.43
6345.3
5677.95
5224.22
6409.8
5713.51
5158.5
6163.66
5474.98
5125.79
5459.6
6279.95
5050.51
3749.2
4454.09
2718.31
3079.21
3594.86
2719.01
3753.36
4831.81
2718.44
4056.71
3907.85
2720.93
3363.65
4690.96
3549.78
5362.1
5450.35
2760.21
3764.07
3678.76
2718.93
3155.47
3755.68
2719.42
3673.52
3810.9
2717.82
4250.22
4677.34
2722.29
3668.22
3885.21
3518.47
5166.3
5413.88
2758.7
3748.32
3524.94
2717.85
2964.6
3740.61
2718.27
3714.06
5003.55
2718.24
3736.84
3839.93
2722.09
3831.91
4628.59
3535.67
5866.92
5639.33
2757.51
3765.75
4511.07
2716.86
3235.42
3682.89
2718.83
3599.9
4126.98
2718.17
4102.34
4049.11
2722.6
3391.47
3918.6
3516.09
4924.35
5398.0
2756.13
3002.08
3438.53
2718.17
2994.79
3758.06
2719.44
3816.45
4139.03
2718.12
4122.84
4969.6
2722.13
3655.39
4018.54
3537.05
5444.57
5596.81
2755.95
3801.91
4416.61
2718.22
3078.76
3642.33
2718.88
3862.41
5058.27
2719.23
3912.32
3901.3
2721.33
4030.86
5384.15
3582.53
4575.69
5392.56
2755.95
3771.53
3465.38
2718.51
3056.0
3880.03
2719.51
3605.1
4084.56
2717.73
4443.57
4032.41
2720.52
3638.34
4150.48
3539.92
5332.68
5222.43
2755.4
3016.14
4364.92
2717.56
3248.88
3342.56
2720.06
3829.09
4252.98
2717.85
3996.33
4171.6
2722.02
3561.85
3678.33
3516.56
5057.89
5342.0
2756.19
2977.41
3752.9
2719.52
3189.18
3784.11
2718.79
3531.7
4440.59
2720.08
4338.35
4211.59
2722.27
3949.02
4296.16
3498.72
4983.31
5600.58
2755.97
3031.68
4452.04
2718.5
3010.88
3782.76
2718.61
3884.3
3821.32
2719.28
3901.81
4017.89
2723.06
3676.43
4305.25
3515.41
4742.4
5439.14
2755.91
3016.12
3484.62
2719.49
3079.1
3565.14
2719.04
3934.39
4987.17
2719.71
4344.3
4238.53
2722.86
4455.04
4196.78
3492.29
4913.53
4583.19
2766.84
2968.41
4423.07
2719.16
3073.12
3803.39
2719.48
3473.82
4176.49
2719.63
3834.51
4593.97
2723.71
3393.3
4475.37
3535.62
5463.85
4288.29
3305.87
2946.29
4180.26
2720.18
3071.52
3652.7
2720.62
3764.42
4630.15
2719.89
4264.83
3833.46
2723.77
4092.53
3942.85
3566.4
5655.0
5047.3
3337.56
3005.33
3635.56
2721.21
3739.24
3761.67
2720.0
3536.24
3906.8
2720.67
4278.78
4676.36
2723.22
3246.22
4548.83
3533.54
5891.3
4266.35
3098.96
2936.2
4377.76
2721.32
3000.97
3762.57
2720.48
3856.66
4232.39
2721.23
5027.93
4363.89
2722.51
4043.81
4300.75
3515.97
5200.99
4831.0
3658.29
2962.25
4417.88
2721.06
3067.51
3815.94
2720.94
3568.26
4341.21
2721.34
3716.3
3941.78
2722.18
3478.06
4296.62
3541.39
5376.43
4419.47
3283.64
2993.06
3680.69
2720.98
3185.48
3452.13
2721.34
3503.86
4273.95
2721.01
4470.22
3620.59
2721.64
4348.78
4481.1
3543.65
5446.93
4541.15
3659.57
2963.17
4555.77
2721.47
2960.41
3831.59
2722.17
3347.81
4616.61
2720.16
4951.63
5606.99
2720.68
3676.68
4290.52
3525.77
5591.46
4104.9
3229.2
2950.04
3730.41
2721.21
3022.15
4115.85
2721.76
4429.44
4282.76
2720.03
4886.06
3932.48
2720.11
3859.24
4396.99
3522.89
5125.14
4292.51
3721.8
2927.61
4160.65
2720.93
3130.36
3975.45
2721.71
3309.04
4301.62
2720.15
4024.85
4349.78
2720.58
3238.32
4653.81
3543.2
5328.92
4066.08
3991.71
3032.5
3799.09
2719.93
2999.99
3614.5
2721.2
3904.89
4316.78
2719.45
4026.42
4084.75
2721.14
4518.25
4001.91
3530.79
5337.54
4683.49
2808.06
3020.44
3784.57
2720.18
3320.63
3609.12
2720.48
3572.91
3948.77
2718.67
4009.67
3934.48
2722.22
3478.89
4811.3
3545.72
5650.46
4069.7
3949.06
3023.79
3639.96
2719.19
3085.63
3807.72
2720.47
3400.37
4298.78
2719.01
3890.72
4515.91
2722.04
5194.38
4044.16
3535.86
5246.87
3913.02
4486.21
3026.78
4543.75
2719.19
3768.39
4289.78
2719.41
4731.52
5049.78
2718.81
3768.09
3771.85
2721.01
3359.18
4372.48
3530.5
5624.64
4189.11
2894.8
3148.67
3852.19
2719.15
2791.92
3465.17
2719.18
3561.01
3961.48
2717.07
4411.76
4466.29
2721.43
3226.75
4284.38
3536.51
5488.52
4320.46
3678.93
