MKL-Consumption
5613.25
5852.36
5595.26
5471.35
4811.22
4573.95
5943.72
6596.1
6384.81
5832.04
4725.33
5717.91
5838.63
6371.5
6212.05
6279.95
5145.48
5183.9
5859.96
5915.11
5723.51
5715.96
4650.8
5158.56
5041.52
6532.2
6404.04
5610.7
4622.89
5669.3
5952.57
6448.49
6099.21
6279.95
4452.21
5393.12
5996.61
5891.67
6300.24
5649.62
4451.79
5183.77
6097.73
6449.65
6356.2
5818.72
4486.03
5469.86
5707.28
6461.69
5450.02
6279.95
4425.82
5627.0
5928.55
6120.74
6222.85
5753.51
4697.21
5187.66
6009.48
5723.33
6372.76
5984.38
4457.05
5376.36
5991.65
6171.84
6281.0
6279.95
4508.53
5165.23
5746.45
5984.01
6188.63
5688.56
4911.82
5221.29
6083.79
6410.44
6386.76
5576.45
4638.94
5305.15
5751.82
5798.16
6132.65
6279.95
4425.75
5254.24
5984.42
6001.54
6236.62
5723.7
4876.51
5151.94
6409.8
6586.36
6245.49
5703.05
4678.24
5270.27
5880.15
6250.59
6087.97
6279.95
4452.87
5089.28
6113.87
6026.91
6231.8
5703.03
4592.98
4379.32
5982.65
6408.86
6377.15
5787.92
4705.68
5280.42
5615.4
6472.61
6212.05
6279.95
4449.48
5028.39
6094.35
5955.34
6224.0
5698.71
4403.2
4946.48
5880.9
6394.88
6484.09
5741.61
4661.4
5414.75
5771.58
6465.7
6212.05
6279.95
4438.96
5252.89
6046.73
5938.71
6205.91
5750.69
4537.24
4900.59
6397.12
6425.34
6463.95
5720.65
4383.08
5181.51
5638.3
6470.91
6212.05
6279.95
4425.08
5315.89
5901.96
5894.84
6099.4
5721.42
4495.86
4876.43
6457.26
6409.8
6318.9
5713.51
4812.11
5158.5
5397.67
5459.6
6212.05
6279.95
4549.81
5050.51
3348.4
3079.21
3594.51
3594.86
2811.11
2719.01
4354.38
4056.71
4505.22
3907.85
2765.54
2720.93
4763.94
5362.1
5330.43
5450.35
2792.27
2760.21
3047.98
3155.47
3690.73
3755.68
2721.64
2719.42
3485.22
4250.22
3932.12
4677.34
2722.4
2722.29
4013.42
5166.3
5232.4
5413.88
2760.68
2758.7
3100.87
2964.6
3656.16
3740.61
2719.92
2718.27
3302.9
3736.84
4096.18
3839.93
2720.76
2722.09
3875.77
5866.92
5689.35
5639.33
2760.37
2757.51
3008.29
3235.42
3538.02
3682.89
2718.93
2718.83
4048.99
4102.34
4523.0
4049.11
2720.65
2722.6
4173.57
4924.35
5281.52
5398.0
3552.94
2756.13
3001.01
2994.79
3800.95
3758.06
2719.03
2719.44
3423.19
4122.84
4426.87
4969.6
2722.05
2722.13
3742.35
5444.57
5435.33
5596.81
2849.84
2755.95
3050.41
3078.76
3669.72
3642.33
2719.58
2718.88
3441.08
3912.32
3861.74
3901.3
2722.62
2721.33
5218.01
4575.69
5614.98
5392.56
2758.48
2755.95
3069.52
3056.0
3694.02
3880.03
2718.53
2719.51
3386.52
4443.57
4199.08
4032.41
2722.68
2720.52
4226.12
5332.68
5495.2
5222.43
2757.59
2755.4
3792.7
3248.88
3661.18
3342.56
2718.35
2720.06
3728.34
3996.33
3944.45
4171.6
2723.66
2722.02
4312.22
5057.89
5588.47
5342.0
2756.92
2756.19
2981.29
3189.18
3658.51
3784.11
2718.7
2718.79
3542.31
4338.35
3826.8
4211.59
2723.36
2722.27
4064.07
4983.31
4877.38
5600.58
2755.06
2755.97
3001.98
3010.88
3727.36
3782.76
2718.79
2718.61
3608.79
3901.81
4505.78
4017.89
2723.76
2723.06
4664.04
4742.4
5636.44
5439.14
2754.06
2755.91
3057.71
3079.1
3398.88
3565.14
2719.24
2719.04
3261.15
4344.3
4569.87
4238.53
2723.05
2722.86
4417.64
4913.53
5497.27
4583.19
2754.76
2766.84
3151.49
3073.12
3800.22
3803.39
2719.11
2719.48
4090.08
3834.51
3797.57
4593.97
2723.08
2723.71
4141.24
5463.85
5333.25
4288.29
2753.71
3305.87
3015.95
3071.52
3640.0
3652.7
2718.48
2720.62
3620.09
4264.83
4114.35
3833.46
2722.81
2723.77
4440.29
5655.0
5243.99
5047.3
2754.08
3337.56
3075.9
3739.24
3576.84
3761.67
2718.9
2720.0
3784.92
4278.78
4436.33
4676.36
2721.62
2723.22
4966.78
5891.3
5814.48
4266.35
2754.25
3098.96
3018.32
3000.97
3453.75
3762.57
2718.89
2720.48
3876.52
5027.93
4153.12
4363.89
2721.05
2722.51
4577.93
5200.99
5702.77
4831.0
2753.68
3658.29
2967.2
3067.51
3776.23
3815.94
2719.68
2720.94
3827.08
3716.3
4506.99
3941.78
2721.18
2722.18
4520.79
5376.43
5207.09
4419.47
2753.37
3283.64
3085.73
3185.48
3511.18
3452.13
2720.45
2721.34
3263.28
4470.22
4432.94
3620.59
2720.69
2721.64
4482.62
5446.93
5549.52
4541.15
2754.2
3659.57
3096.02
2960.41
3659.26
3831.59
2720.31
2722.17
3714.13
4951.63
4711.84
5606.99
2720.39
2720.68
3884.69
5591.46
5335.21
4104.9
2753.32
3229.2
3622.01
3022.15
3703.6
4115.85
2721.01
2721.76
3584.34
4886.06
4129.12
3932.48
2720.58
2720.11
4453.06
5125.14
5795.94
4292.51
2755.26
3721.8
3159.57
3130.36
3519.81
3975.45
2721.59
2721.71
3162.93
4024.85
3870.77
4349.78
2720.5
2720.58
3717.44
5328.92
5457.36
4066.08
2753.82
3991.71
2977.37
2999.99
4073.63
3614.5
2722.02
2721.2
3955.47
4026.42
4195.25
4084.75
2720.08
2721.14
5188.63
5337.54
5321.97
4683.49
2753.77
2808.06
3092.64
3320.63
3563.67
3609.12
2721.73
2720.48
3472.69
4009.67
3950.01
3934.48
2722.67
2722.22
5058.21
5650.46
5355.97
4069.7
2753.53
3949.06
2983.8
3085.63
3484.21
3807.72
2724.03
2720.47
3828.13
3890.72
3887.85
4515.91
2722.75
2722.04
4356.43
5246.87
5277.57
3913.02
2753.6
4486.21
3115.92
3768.39
3676.56
4289.78
2720.65
2719.41
3664.89
3768.09
4504.91
3771.85
2722.21
2721.01
4332.08
5624.64
6041.47
4189.11
2753.34
2894.8
2923.83
2791.92
3931.42
3465.17
2735.53
2719.18
3476.63
4411.76
4741.92
4466.29
2721.82
2721.43
5106.51
5488.52
5420.27
4320.46
2755.23
3678.93
3152.68
2995.03
4003.21
3726.22
2719.23
2718.72
3616.63
3893.96
3725.9
4068.75
2721.72
2721.79
4850.84
5297.27
4459.78
4104.75
2753.36
3961.16
3379.94
3093.09
4357.88
3674.25
2720.65
2718.38
3636.98
4687.19
4479.37
3442.84
2722.74
2720.51
4315.26
5701.17
5518.26
4887.22
2753.94
3795.15
3156.14
3063.87
3651.7
3636.91
2719.19
2718.93
3852.1
4058.91
3926.3
4371.23
2722.66
2721.22
4296.19
5430.29
5789.35
3690.45
2753.76
3432.56
3087.26
3125.0
4193.64
4147.1
2719.65
2718.86
3618.01
3991.08
4175.25
4241.4
2722.29
2721.61
4878.07
5320.24
5375.09
4480.59
2753.63
2791.5
3092.0
3157.55
3538.01
3519.07
2718.61
2720.48
3735.51
3868.5
3860.56
4312.48
2724.21
2722.31
4364.39
5403.09
5467.94
4536.53
2753.65
3539.82
3054.31
3041.22
3783.65
3775.54
2719.45
2718.99
4422.18
4345.67
4230.61
5193.05
2723.81
2722.37
4383.96
5690.64
5298.03
4248.92
2752.76
2809.96
3116.16
3074.25
3765.65
3618.99
2719.28
2719.0
3582.78
4131.02
4276.78
3891.6
2723.65
2722.49
4636.63
5390.6
5599.76
4543.94
2751.95
3771.36
3356.75
3053.37
3500.63
3700.43
2741.19
2718.25
4060.34
3372.42
4736.68
4509.14
2724.35
2722.36
4300.29
5125.64
5619.38
3988.02
2753.24
3412.46
2998.55
3107.81
3868.53
3574.18
2718.39
2718.53
4429.64
5101.21
4347.1
4412.78
2723.61
2723.49
4097.91
5555.94
5737.71
4262.56
2753.79
3542.4
3061.49
3095.88
3478.41
3580.14
2728.33
2718.59
3505.64
3713.41
4165.2
4352.61
2722.69
2722.91
4551.42
5499.3
5368.42
4330.56
2756.01
3286.69
3167.45
3115.31
3506.9
3587.45
2729.12
2718.3
3902.13
4559.58
4508.82
4166.7
2721.22
2722.87
4493.73
5442.47
5866.72
