gfortran-User_time
13082.0
12988.0
16773.0
17086.0
4516.0
4506.0
11683.0
11706.0
15207.0
15356.0
3507.0
3495.0
13015.0
13129.0
16826.0
16636.0
4479.0
4482.0
11676.0
11758.0
15371.0
15070.0
3505.0
3506.0
13228.0
13130.0
16819.0
16738.0
4492.0
4498.0
11507.0
11704.0
15374.0
15299.0
3511.0
3511.0
13092.0
13062.0
16742.0
17197.0
4490.0
4509.0
11628.0
11834.0
15303.0
15285.0
3507.0
3494.0
13067.0
13116.0
16922.0
17009.0
4499.0
4498.0
11472.0
11476.0
15218.0
15475.0
3507.0
3499.0
13101.0
13097.0
16643.0
16635.0
4470.0
4485.0
11606.0
11649.0
15278.0
15381.0
3506.0
3507.0
13099.0
13132.0
16949.0
16813.0
4504.0
4494.0
11639.0
11680.0
15185.0
15320.0
3498.0
3502.0
13033.0
13045.0
16804.0
16891.0
4487.0
4490.0
11850.0
11638.0
15395.0
15414.0
3501.0
3503.0
13010.0
12963.0
16835.0
16805.0
4509.0
4494.0
11640.0
11734.0
15263.0
15173.0
3497.0
3511.0
13028.0
13096.0
17004.0
16876.0
4493.0
4497.0
11632.0
11737.0
14981.0
15295.0
3503.0
3501.0
13016.0
13054.0
16701.0
16874.0
4535.0
4482.0
11653.0
11532.0
15198.0
15170.0
3504.0
3508.0
13102.0
13019.0
16656.0
16843.0
4475.0
4505.0
11565.0
11596.0
15137.0
15389.0
3507.0
3499.0
13093.0
13079.0
16719.0
16879.0
4499.0
4488.0
11507.0
11654.0
15178.0
15299.0
3516.0
3492.0
13080.0
13126.0
16738.0
17037.0
4481.0
4478.0
11623.0
11676.0
15329.0
15344.0
3497.0
3500.0
13027.0
13052.0
16749.0
16816.0
4489.0
4461.0
11690.0
11835.0
15345.0
15238.0
3514.0
3499.0
13144.0
13118.0
16914.0
16631.0
4483.0
4478.0
11569.0
11930.0
15330.0
14989.0
3505.0
3521.0
12987.0
13058.0
16765.0
16769.0
4494.0
4480.0
11599.0
11659.0
15504.0
15277.0
3496.0
3529.0
12953.0
13037.0
16940.0
16856.0
4472.0
4471.0
11715.0
11595.0
15150.0
15180.0
3496.0
3496.0
13137.0
13184.0
16781.0
16813.0
4471.0
4474.0
11672.0
