noDYN-Consumption
6064.86
6235.44
4156.76
4545.78
5595.26
5471.35
4811.22
4573.95
6242.46
5712.83
5365.3
5414.89
6384.81
5832.04
4725.33
5717.91
6569.0
6104.88
5515.74
4766.68
6212.05
6279.95
5145.48
5183.9
5833.2
5655.34
4154.31
4446.65
5723.51
5715.96
4650.8
5158.56
6317.91
5758.08
4931.99
5028.82
6404.04
5610.7
4622.89
5669.3
6369.17
5913.72
5254.7
5280.9
6099.21
6279.95
4452.21
5393.12
6317.8
5146.57
4126.9
4186.92
6300.24
5649.62
4451.79
5183.77
6380.58
5849.9
4824.1
4905.04
6356.2
5818.72
4486.03
5469.86
6492.52
5750.74
5256.28
5397.14
5450.02
6279.95
4425.82
5627.0
6147.38
4808.03
4292.9
4323.21
6222.85
5753.51
4697.21
5187.66
6326.09
5573.44
3766.66
5124.97
6372.76
5984.38
4457.05
5376.36
6523.49
5785.5
5255.11
4915.77
6281.0
6279.95
4508.53
5165.23
6014.8
5198.35
4324.71
4798.12
6188.63
5688.56
4911.82
5221.29
6666.21
5601.68
3955.03
4900.83
6386.76
5576.45
4638.94
5305.15
6426.77
5642.75
4913.7
5088.82
6132.65
6279.95
4425.75
5254.24
5843.64
5282.57
4266.21
4648.39
6236.62
5723.7
4876.51
5151.94
6607.49
5808.32
4403.25
5376.14
6245.49
5703.05
4678.24
5270.27
6231.04
5742.0
4748.11
4979.55
6087.97
6279.95
4452.87
5089.28
5817.89
5181.64
3907.96
4236.03
6231.8
5703.03
4592.98
4379.32
6627.07
5444.02
4406.27
5727.62
6377.15
5787.92
4705.68
5280.42
6101.09
6102.77
4527.4
4987.13
6212.05
6279.95
4449.48
5028.39
6155.3
6194.93
4186.56
4586.7
6224.0
5698.71
4403.2
4946.48
6716.45
5657.54
4402.18
5222.72
6484.09
5741.61
4661.4
5414.75
6284.15
5505.53
4463.99
4484.49
6212.05
6279.95
4438.96
5252.89
5890.66
4915.63
5241.25
4527.83
6205.91
5750.69
4537.24
4900.59
6653.47
5596.02
4372.93
5320.16
6463.95
5720.65
4383.08
5181.51
6334.72
5538.6
4557.45
4799.23
6212.05
6279.95
4425.08
5315.89
5402.52
5693.75
4229.49
4532.96
6099.4
5721.42
4495.86
4876.43
6354.53
5677.95
4591.89
5224.22
6318.9
5713.51
4812.11
5158.5
6210.45
5474.98
4776.97
5125.79
6212.05
6279.95
4549.81
5050.51
3916.53
4454.09
2715.74
2718.31
3594.51
3594.86
2811.11
2719.01
3744.09
4831.81
2763.1
2718.44
4505.22
3907.85
2765.54
2720.93
4402.1
4690.96
3523.99
3549.78
5330.43
5450.35
2792.27
2760.21
3449.18
3678.76
2717.8
2718.93
3690.73
3755.68
2721.64
2719.42
4852.31
3810.9
2721.17
2717.82
3932.12
4677.34
2722.4
2722.29
3877.77
3885.21
3589.04
3518.47
5232.4
5413.88
2760.68
2758.7
3708.29
3524.94
2718.9
2717.85
3656.16
3740.61
2719.92
2718.27
3828.87
5003.55
2720.67
2718.24
4096.18
3839.93
2720.76
2722.09
4362.72
4628.59
3588.56
3535.67
5689.35
5639.33
2760.37
2757.51
4086.23
4511.07
2719.62
2716.86
3538.02
