DYN-Consumption
4778.59
4849.76
5613.25
5852.36
5492.24
6330.7
5943.72
6596.1
6194.17
6203.31
5838.63
6371.5
4787.03
5292.84
5859.96
5915.11
6133.24
6356.85
5041.52
6532.2
6005.42
6187.79
5952.57
6448.49
4778.53
5186.94
5996.61
5891.67
5905.85
6594.31
6097.73
6449.65
5473.48
6172.48
5707.28
6461.69
4577.33
5391.32
5928.55
6120.74
6250.61
6174.03
6009.48
5723.33
5930.46
6292.52
5991.65
6171.84
4717.56
5257.5
5746.45
5984.01
6057.65
6428.17
6083.79
6410.44
6165.24
6275.65
5751.82
5798.16
4405.79
5139.73
5984.42
6001.54
5823.12
6275.88
6409.8
6586.36
5929.0
6202.43
5880.15
6250.59
4841.27
5466.09
6113.87
6026.91
5585.69
6109.12
5982.65
6408.86
5544.9
6230.79
5615.4
6472.61
4550.64
5377.05
6094.35
5955.34
5350.76
6298.34
5880.9
6394.88
5786.04
6535.07
5771.58
6465.7
4558.61
5516.15
6046.73
5938.71
6027.26
6483.01
6397.12
6425.34
5789.93
6285.83
5638.3
6470.91
4668.51
5385.71
5901.96
5894.84
6055.97
6345.3
6457.26
6409.8
5841.64
6163.66
5397.67
5459.6
3005.8
3749.2
3348.4
3079.21
3369.85
3753.36
4354.38
4056.71
2786.67
3363.65
4763.94
5362.1
2966.68
3764.07
3047.98
3155.47
3377.0
3673.52
3485.22
4250.22
3262.61
3668.22
4013.42
5166.3
2924.68
3748.32
3100.87
2964.6
3386.54
3714.06
3302.9
3736.84
3354.57
3831.91
3875.77
5866.92
3025.58
3765.75
3008.29
3235.42
3247.99
3599.9
4048.99
4102.34
3476.09
3391.47
4173.57
4924.35
3009.52
3002.08
3001.01
2994.79
3293.36
3816.45
3423.19
4122.84
3392.17
3655.39
3742.35
5444.57
2948.23
3801.91
3050.41
3078.76
3400.55
3862.41
3441.08
3912.32
3322.2
4030.86
5218.01
4575.69
3020.68
3771.53
3069.52
3056.0
3226.47
3605.1
3386.52
4443.57
3300.13
3638.34
4226.12
5332.68
2955.03
3016.14
3792.7
3248.88
3525.51
3829.09
3728.34
3996.33
4273.96
3561.85
4312.22
5057.89
2959.54
2977.41
2981.29
3189.18
3247.0
3531.7
3542.31
4338.35
2884.93
3949.02
4064.07
4983.31
3222.29
3031.68
3001.98
3010.88
3593.55
3884.3
3608.79
3901.81
3313.01
3676.43
4664.04
4742.4
2978.06
3016.12
3057.71
3079.1
3414.22
3934.39
3261.15
4344.3
3556.8
4455.04
4417.64
4913.53
2964.29
2968.41
3151.49
3073.12
3559.78
3473.82
4090.08
3834.51
2802.09
3393.3
4141.24
5463.85
2917.7
2946.29
3015.95
3071.52
3787.57
3764.42
3620.09
4264.83
3573.03
4092.53
4440.29
5655.0
2915.0
3005.33
3075.9
3739.24
4296.71
3536.24
3784.92
4278.78
3188.27
3246.22
4966.78
5891.3
3765.45
2936.2
3018.32
3000.97
2781.11
3856.66
3876.52
5027.93
3235.63
4043.81
4577.93
5200.99
2979.63
2962.25
2967.2
3067.51
2860.84
3568.26
3827.08
3716.3
3241.85
3478.06
4520.79
5376.43
3007.87
2993.06
3085.73
3185.48
3181.42
3503.86
3263.28
4470.22
2807.37
4348.78
4482.62
5446.93
3764.83
2963.17
3096.02
2960.41
3636.45
3347.81
3714.13
4951.63
3072.16
3676.68
3884.69
5591.46
2905.91
2950.04
3622.01
3022.15
3375.46
4429.44
3584.34
4886.06
3570.19
3859.24
4453.06
5125.14
3791.94
2927.61
3159.57
3130.36
3733.46
3309.04
3162.93
4024.85
3339.33
3238.32
3717.44
5328.92
2882.9
3032.5
2977.37
2999.99
3907.76
3904.89
3955.47
4026.42
3407.15
4518.25
5188.63
5337.54
3513.15
3020.44
3092.64
3320.63
3323.02
3572.91
3472.69
4009.67
3339.48
3478.89
5058.21
5650.46
3321.6
3023.79
2983.8
3085.63
3557.81
3400.37
3828.13
3890.72
3483.86
5194.38
4356.43
5246.87
3828.51
3026.78
3115.92
3768.39
4661.3
4731.52
3664.89
3768.09
3155.29
3359.18
4332.08
5624.64
2882.0
3148.67
2923.83
2791.92
3167.32
3561.01
3476.63
4411.76
5170.05
3226.75
5106.51
5488.52
3575.69
2981.95
3152.68
2995.03
3072.83
3965.33
3616.63
3893.96
2800.24
3965.04
4850.84
5297.27
3796.49
2962.58
3379.94
3093.09
3490.5
3981.25
3636.98
4687.19
3939.41
3969.29
4315.26
5701.17
3754.06
2909.14
3156.14
3063.87
3460.63
3082.9
3852.1
4058.91
3051.45
4401.43
4296.19
5430.29
3753.91
2887.74
3087.26
3125.0
4256.39
4047.88
3618.01
3991.08
3643.79
3317.27
4878.07
5320.24
3022.17
3900.88
3092.0
3157.55
2764.99
3050.05
3735.51
3868.5
3627.3
3986.09
4364.39
5403.09
2922.03
3799.39
3054.31
3041.22
4574.99
4012.65
4422.18
4345.67
3341.52
3731.96
4383.96
5690.64
3795.08
2993.88
3116.16
3074.25
3359.41
3434.64
3582.78
4131.02
3046.19
3974.37
4636.63
5390.6
2837.67
3002.66
3356.75
3053.37
3573.85
3744.69
4060.34
3372.42
3277.23
4294.88
4300.29
5125.64
2940.92
2878.0
2998.55
3107.81
3626.29
3415.24
4429.64
5101.21
3489.4
3373.66
4097.91
5555.94
3795.65
2962.79
3061.49
3095.88
2765.11
3975.81
3505.64
3713.41
3203.44
4086.22
4551.42
5499.3
3013.59
2947.38
3167.45
3115.31
3568.31
4404.17
3902.13
4559.58
3458.59
3741.66
4493.73
5442.47
3749.0
2955.04
3685.53
3129.33
4324.93
3398.84
4300.27
4201.85
3489.86
3675.8
4663.62
5423.19
2895.68
2997.73
3052.84
3097.83
2802.82
3975.74
3446.27
3497.62
3152.1
3521.18
4658.52
5253.29
3801.8
3005.0
3235.5
3033.49
3691.61
3420.75
3808.97
4449.48
3467.42
3177.12
4443.47
5674.22
3774.01
3043.06
3027.58
3112.67
3237.42
3709.65
3743.21
4159.54
3863.7
3631.18
4687.93
5358.31
