noOMP-Consumption
3539.92
2757.59
2755.4
2720.9
2717.56
2718.35
2720.06
2717.58
2717.85
2723.66
2722.02
3596.43
3516.56
2756.92
2756.19
2719.49
2719.52
2718.7
2718.79
2718.22
2720.08
2723.36
2722.27
3590.1
3498.72
2755.06
2755.97
2721.85
2718.5
2718.79
2718.61
2718.11
2719.28
2723.76
2723.06
3589.6
3515.41
2754.06
2755.91
2720.57
2719.49
2719.24
2719.04
2717.53
2719.71
2723.05
2722.86
3589.25
3492.29
2754.76
2766.84
2721.23
2719.16
2719.11
2719.48
2717.8
2719.63
2723.08
2723.71
3606.58
3535.62
2753.71
3305.87
2721.78
2720.18
2718.48
2720.62
2717.23
2719.89
2722.81
2723.77
2840.28
3566.4
2754.08
3337.56
2721.74
2721.21
2718.9
2720.0
2717.53
2720.67
2721.62
2723.22
3523.1
3533.54
2754.25
3098.96
2720.88
2721.32
2718.89
2720.48
2717.76
2721.23
2721.05
2722.51
2832.62
3515.97
2753.68
3658.29
2720.63
2721.06
2719.68
2720.94
2718.01
2721.34
2721.18
2722.18
3525.18
3541.39
2753.37
3283.64
2720.71
2720.98
2720.45
2721.34
2719.55
2721.01
2720.69
2721.64
3603.18
3543.65
2754.2
3659.57
2720.53
2721.47
2720.31
2722.17
2718.14
2720.16
2720.39
2720.68
3565.73
3525.77
2753.32
3229.2
2718.5
2721.21
2721.01
2721.76
2717.78
2720.03
2720.58
2720.11
3594.99
3522.89
2755.26
3721.8
2718.94
2720.93
2721.59
2721.71
2718.56
2720.15
2720.5
2720.58
3560.83
3543.2
2753.82
3991.71
2719.21
2719.93
2722.02
2721.2
2719.71
2719.45
2720.08
2721.14
3589.8
3530.79
2753.77
2808.06
2718.79
2720.18
2721.73
2720.48
2719.93
2718.67
2722.67
2722.22
3579.11
3545.72
2753.53
3949.06
2718.34
2719.19
2724.03
2720.47
2720.03
2719.01
2722.75
2722.04
3561.78
3535.86
2753.6
4486.21
2718.91
2719.19
2720.65
2719.41
2720.66
2718.81
2722.21
2721.01
3579.88
3530.5
2753.34
2894.8
2718.24
2719.15
2735.53
2719.18
2720.8
2717.07
2721.82
2721.43
3584.36
3536.51
2755.23
3678.93
2718.34
2719.91
2719.23
2718.72
2721.18
2718.92
2721.72
2721.79
3585.63
3528.82
2753.36
3961.16
2718.83
2721.35
2720.65
2718.38
2720.97
2717.85
2722.74
2720.51
3599.53
3538.47
2753.94
3795.15
2718.11
2718.21
2719.19
2718.93
2720.42
2718.77
2722.66
2721.22
3584.44
3530.54
2753.76
3432.56
2717.76
2717.73
2719.65
2718.86
2719.41
2719.11
2722.29
2721.61
3588.5
3536.23
2753.63
2791.5
2717.46
2717.58
2718.61
2720.48
2719.21
2718.97
2724.21
2722.31
2838.58
3537.68
2753.65
3539.82
2717.62
2717.76
2719.45
2718.99
2719.0
2719.8
2723.81
2722.37
3533.15
3524.86
2752.76
2809.96
2718.21
2718.35
2719.28
2719.0
2719.73
2719.11
2723.65
2722.49
3588.98
3539.51
2751.95
3771.36
2718.14
2717.95
2741.19
2718.25
2719.09
2719.93
2724.35
2722.36
3602.9
3495.4
2753.24
3412.46
2718.15
2717.39
2718.39
2718.53
2717.92
2719.55
2723.61
2723.49
2834.98
3532.8
2753.79
3542.4
2717.79
2717.81
2728.33
2718.59
2718.7
2719.39
2722.69
2722.91
3521.09
3525.23
2756.01
3286.69
2719.1
2718.13
2729.12
2718.3
2718.45
2719.58
2721.22
2722.87
2833.34
3539.47
2757.23
4346.01
2718.95
2717.86
2719.27
2718.77
2718.38
2719.13
2721.88
2721.59
3520.65
3498.49
2757.45
2829.67
2717.66
2718.08
2719.7
2719.05
2717.82
2719.39
2721.48
2720.77
3594.64
3531.73
2758.09
3490.65
2718.36
2718.09
2718.81
2719.12
2718.31
2718.87
2720.13
2719.75
3556.51
3495.11
2758.12
3245.2
2717.85
2717.83
2718.23
2717.78
2718.1
2719.55
2720.33
2720.26
3597.3
3516.5
2758.13
3844.16
